"ID","Prefecture","Q1","Q3_1","Q3_2","Q3_3","Q3_4","Q3_5","Q3_6","Q3_7","Q5","Q6","Q7","Q29","Q36","Q41","Q42_1","Q42_2","Q42_3","Q42_4","Q43_1","Q43_2","Q43_3","Q43_4","Q43_5","Q43_6","Q43_7","Q43_8","Q43_9","Q43_10","Q43_11","Q43_12","Q43_13","Q43_14","Q43_15","Q44_1","Q44_2","Q44_3","Q45_1_LDP","Q45_1_CDP","Q45_1_JRP","Q45_2_LDP","Q45_2_CDP","Q45_2_JRP","Q45_3_LDP","Q45_3_CDP","Q45_3_JRP","Q46_1","Q46_2","Q46_3","Q47","Q48","Q49_1","Q49_2","Q50","Q51","Q52","Q53","Q54"
115,"03",2,0,0,0,0,0,1,0,7,9,3,1,1,3,10,8,7,10,2,1,2,3,2,3,2,1,2,3,2,1,2,2,1,2,1,2,2,1,2,1,2,1,1,2,1,2,3,2,1,3,1,1,1,5,4,2,5
116,"03",1,1,1,1,0,0,0,0,1,1,2,2,2,1,8,6,5,7,3,5,3,3,5,2,3,5,3,3,4,1,3,1,2,2,4,4,3,3,3,3,3,3,1,1,1,2,5,1,2,11,2,2,1,2,1,1,7
117,"03",1,0,0,0,0,1,0,0,1,12,2,1,1,1,6,3,5,5,1,3,2,1,4,3,3,4,5,3,2,3,3,1,3,1,4,3,3,3,3,3,3,3,3,3,3,3,2,2,1,4,1,2,1,5,4,1,4
118,"03",1,1,1,1,0,0,0,0,4,4,2,1,1,4,7,0,3,7,1,2,2,1,3,3,2,3,1,2,2,3,3,3,2,5,3,2,1,4,2,1,4,3,2,3,3,2,3,1,1,11,6,66,2,3,4,2,5
119,"03",2,0,1,0,0,1,0,0,2,2,4,2,1,12,3,4,2,3,2,4,1,4,4,1,2,3,2,2,5,4,3,3,2,4,2,3,1,4,2,1,3,4,3,3,3,1,2,1,1,7,2,99,2,2,2,3,7
120,"03",2,0,1,0,0,1,1,0,1,12,3,2,2,12,3,3,3,3,4,2,2,3,4,2,2,5,1,1,5,1,3,3,3,2,3,4,3,3,3,3,3,3,3,3,3,1,2,1,1,3,2,2,1,5,4,1,6
121,"03",2,1,1,1,0,1,0,0,4,2,3,2,1,12,5,5,3,5,4,3,2,3,4,2,2,5,4,2,4,3,2,2,3,4,3,3,3,4,4,2,2,3,2,2,3,2,1,1,2,9,1,2,2,2,1,5,3
122,"03",2,0,1,0,0,1,1,0,10,4,4,1,1,12,0,0,0,0,3,4,3,3,3,2,2,5,1,2,5,2,1,1,1,3,4,3,5,5,5,5,5,5,5,5,5,4,4,2,1,1,6,66,1,4,1,5,4
123,"03",1,1,1,1,0,0,0,0,1,1,2,1,1,1,7,5,5,5,2,4,1,2,4,2,2,5,1,3,4,3,3,2,2,4,3,1,1,5,3,4,2,3,2,2,2,3,2,2,2,15,6,66,3,4,1,4,4
124,"03",1,0,1,0,0,0,0,0,4,4,2,1,2,4,5,6,3,8,1,1,1,1,1,2,3,3,1,1,3,1,5,5,2,3,3,2,1,1,1,2,1,3,1,2,4,3,1,4,1,10,2,2,2,2,1,3,4
125,"03",1,0,1,0,0,0,0,0,99,2,2,99,1,12,5,5,5,5,5,5,2,4,3,1,2,3,4,2,2,4,1,1,1,5,4,3,2,3,3,1,2,2,5,1,2,2,1,1,1,15,6,66,2,2,1,4,6
126,"03",2,1,1,0,0,1,0,0,2,2,2,1,2,2,5,7,6,5,2,3,1,2,4,2,4,5,1,3,4,2,1,2,2,2,3,2,3,3,3,3,3,3,3,3,3,2,4,1,2,1,6,66,1,2,1,6,3
127,"03",2,1,1,0,0,0,0,0,6,6,3,2,1,1,10,99,99,99,5,2,99,5,1,1,1,5,1,1,5,1,5,5,1,2,1,3,99,99,99,99,99,99,99,99,99,1,1,1,1,14,6,66,99,1,1,4,4
128,"03",2,1,1,0,0,0,0,0,99,12,3,2,2,12,3,5,5,3,5,5,1,3,2,1,4,5,1,1,3,5,3,3,3,5,1,1,1,3,3,1,4,4,99,3,3,1,1,1,1,13,4,66,2,1,1,2,6
129,"03",1,1,1,1,0,1,0,0,1,1,2,1,2,1,8,4,3,8,1,2,1,2,3,1,3,5,2,2,2,1,4,2,4,1,5,4,1,2,2,3,3,3,3,3,3,2,2,2,1,10,4,66,1,2,1,4,7
130,"03",2,1,1,0,0,1,0,0,99,2,3,1,99,12,5,5,5,5,1,3,2,3,4,3,2,3,3,3,3,3,2,2,3,4,2,3,3,3,3,3,3,3,3,3,3,2,2,1,2,7,1,1,2,5,1,5,5
131,"03",1,1,1,0,0,0,0,0,1,1,2,2,1,1,7,5,5,8,3,3,3,3,3,2,2,5,1,3,4,4,3,3,2,4,4,3,1,4,3,2,2,2,3,1,1,2,2,1,1,10,4,66,1,2,1,3,5
132,"03",2,0,1,0,0,1,1,0,6,12,3,2,2,6,5,5,5,5,2,4,2,2,5,2,3,2,3,3,4,4,1,1,1,4,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,2,1,2,3,5,1,5,4
133,"04",1,0,1,0,0,1,0,0,1,1,3,1,2,1,7,5,6,7,3,2,1,3,4,2,2,2,2,2,2,3,2,2,2,2,4,3,2,4,4,1,4,4,2,3,3,2,3,2,2,4,1,1,1,5,4,1,4
134,"04",99,1,1,0,0,0,0,0,2,12,2,1,1,2,4,5,2,5,2,2,1,3,4,2,2,2,2,3,2,2,3,1,2,2,3,2,2,3,2,1,2,2,5,2,3,2,4,2,1,12,6,66,3,5,2,2,4
135,"04",1,0,1,0,0,0,0,0,1,1,3,1,1,1,8,0,0,7,3,3,1,3,3,2,2,4,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,7,1,2,2,4,4,2,5
136,"04",2,0,0,0,0,1,0,0,6,6,3,1,1,3,0,1,6,2,1,3,5,3,2,2,2,3,3,2,2,4,1,1,1,3,4,4,1,4,1,3,3,2,4,1,2,2,5,2,1,5,1,99,2,6,4,4,3
137,"04",99,0,1,1,1,1,0,0,2,2,2,2,2,12,5,5,5,5,3,3,1,4,2,2,3,2,3,3,4,5,3,3,2,4,3,3,2,3,3,3,3,3,3,3,3,1,2,1,2,12,3,66,2,2,1,2,5
138,"04",99,0,1,0,0,1,0,0,1,1,2,2,2,1,5,5,5,5,4,4,1,4,3,3,3,2,3,3,3,3,2,2,2,3,2,3,1,3,3,2,3,3,4,3,3,1,1,1,2,12,2,3,2,2,1,4,4
139,"04",1,0,1,0,0,1,0,0,1,1,2,2,2,1,8,5,7,7,3,5,1,5,5,1,2,3,3,2,1,3,1,1,5,3,5,4,2,4,4,3,2,1,3,2,2,5,5,5,1,3,1,2,1,5,4,1,3
140,"04",1,1,1,0,0,0,0,0,5,1,2,2,2,5,5,3,5,8,1,1,1,1,2,1,1,4,5,3,2,1,3,3,3,1,5,1,1,2,1,1,1,1,1,99,99,2,1,1,2,13,5,66,3,2,1,4,3
141,"04",2,1,1,0,0,1,0,0,7,7,3,2,1,6,5,4,6,5,2,5,2,3,5,5,1,5,1,1,5,1,4,1,1,3,3,3,1,2,2,5,4,4,2,3,3,2,2,1,2,11,1,1,2,4,1,4,4
142,"04",2,1,1,1,0,1,0,0,1,1,2,1,1,1,6,4,5,5,3,3,1,2,3,3,2,4,2,2,3,3,3,2,3,4,2,1,1,4,2,1,4,2,2,2,2,2,1,1,1,6,1,2,1,3,1,2,5
143,"04",2,1,1,0,0,0,0,0,5,1,3,99,99,99,4,4,0,0,99,1,99,2,99,99,99,5,1,3,5,99,5,2,3,3,3,3,99,99,99,99,99,99,99,99,99,1,99,1,2,99,4,66,99,2,1,4,99
144,"04",2,1,1,0,0,0,0,0,2,2,2,1,1,2,5,7,5,6,2,3,2,2,4,2,2,5,1,4,3,3,3,3,2,2,5,2,99,2,99,99,2,99,99,3,99,1,99,1,1,15,6,66,2,1,1,3,4
145,"04",2,0,0,0,0,1,0,0,99,99,3,1,1,99,7,0,3,3,1,1,5,1,5,3,3,3,2,3,1,2,5,3,3,3,5,1,1,5,3,2,1,3,5,2,3,5,5,1,1,10,6,66,1,2,1,3,5
146,"04",2,0,1,0,0,0,1,0,7,7,4,2,1,7,3,2,2,0,1,4,3,1,1,1,1,5,3,2,5,5,5,3,3,2,5,1,1,1,1,4,4,4,4,4,4,2,3,1,1,2,6,66,1,3,1,4,4
147,"04",1,0,0,0,0,1,0,0,5,12,3,2,2,12,7,7,7,7,3,5,1,5,5,1,1,5,1,1,5,1,1,3,2,5,5,5,5,5,5,1,1,1,3,3,3,3,3,3,1,3,2,2,1,5,4,3,5
148,"04",2,1,1,1,1,0,0,0,2,99,2,2,1,12,5,5,5,5,2,2,3,3,3,3,3,3,2,3,2,2,3,3,2,3,3,2,2,2,2,3,3,3,3,3,3,2,4,2,2,12,6,66,2,2,1,2,5
149,"04",1,1,1,1,0,1,0,0,3,3,2,1,1,1,7,5,6,7,2,3,2,3,3,2,2,2,1,3,3,2,2,1,1,1,1,1,1,3,2,2,2,2,3,3,2,1,2,1,2,11,5,66,2,2,1,3,4
150,"04",1,1,0,0,0,0,0,0,1,1,2,99,1,3,8,0,4,6,1,3,3,1,3,1,2,2,1,3,4,3,4,4,3,4,4,3,2,99,99,3,99,99,3,99,99,3,5,3,2,15,99,66,3,1,1,2,4
151,"04",2,0,0,0,0,1,1,0,6,6,4,2,1,6,7,0,0,0,3,1,4,1,2,1,1,5,1,1,5,3,1,3,5,1,5,1,1,4,3,2,3,2,5,1,1,1,5,1,1,2,6,66,1,5,4,1,4
152,"04",2,1,1,0,0,0,0,0,2,1,2,1,1,1,99,99,99,99,3,3,2,2,2,2,2,2,1,2,2,2,2,3,3,4,4,4,2,4,3,2,3,3,3,3,3,3,2,1,1,14,4,66,2,4,1,3,6
153,"04",1,1,1,1,1,0,0,0,1,1,2,2,2,1,8,3,3,3,3,4,1,3,3,2,2,4,3,4,3,4,4,4,3,4,2,1,3,3,3,3,3,3,5,3,3,3,3,1,1,15,6,66,2,5,1,3,4
154,"04",2,0,1,1,0,1,0,0,6,12,3,1,2,12,5,5,5,5,3,3,3,2,4,3,2,4,3,3,5,2,2,2,3,4,4,2,3,3,3,3,3,3,3,3,3,2,2,1,2,5,2,3,1,3,1,4,4
155,"04",99,0,1,0,0,1,0,0,1,1,99,99,99,1,4,2,1,5,3,2,3,3,3,3,2,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,1,1,2,3,1,3,4
156,"04",2,1,1,0,0,1,0,0,2,12,2,2,2,12,6,4,3,1,3,4,2,3,3,2,3,5,3,2,4,2,5,2,3,1,1,1,2,3,2,3,3,3,2,2,2,2,3,2,1,2,1,99,1,5,1,4,5
157,"04",1,1,1,1,0,0,0,0,1,1,2,1,1,1,9,6,5,8,1,1,2,1,2,2,2,2,1,1,2,3,2,1,5,3,4,3,1,3,2,1,2,3,1,2,1,2,2,2,1,11,1,3,2,2,1,2,4
158,"04",2,0,1,1,0,1,1,0,99,12,2,1,1,2,7,7,6,7,2,4,1,3,5,4,3,2,1,2,4,5,3,2,5,3,2,3,1,3,2,1,2,2,1,1,1,2,4,2,1,12,2,99,2,5,1,2,4
159,"04",2,0,1,0,0,1,0,0,4,12,3,1,1,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,6,2,2,3,2,4,4,7
160,"04",2,1,1,1,0,0,0,0,5,99,3,2,2,5,0,3,0,0,5,5,1,5,5,5,4,4,1,5,4,5,2,1,2,5,1,4,1,4,1,2,3,2,4,2,3,1,5,1,2,11,6,66,3,5,1,2,5
161,"04",2,1,1,0,0,0,0,0,2,2,3,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,99,99,99,99,99
162,"04",1,1,1,0,0,0,0,0,1,1,2,2,2,1,10,10,10,10,3,3,1,5,3,3,3,5,1,3,3,3,3,3,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,2,15,6,66,2,1,1,4,6
163,"04",1,1,1,1,0,0,0,0,1,4,2,2,1,4,10,0,5,10,1,1,5,3,2,1,1,3,1,2,2,1,5,1,2,1,5,1,1,5,2,1,4,2,1,3,2,3,3,2,1,11,2,99,2,3,1,4,5
164,"04",1,0,1,0,0,0,0,0,2,2,2,2,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,15,99,66,1,1,1,1,4
165,"04",2,1,1,0,0,0,0,0,2,1,3,2,1,1,7,0,5,5,1,3,1,5,3,3,2,3,1,2,5,4,1,3,2,5,3,2,1,2,5,1,5,2,5,3,2,1,2,1,2,12,6,66,2,2,1,4,5
166,"04",2,1,1,0,0,1,0,0,1,1,2,2,2,1,5,0,3,4,3,4,1,2,3,3,2,5,1,3,5,2,1,2,3,3,3,2,1,3,3,3,3,3,3,3,3,1,2,1,2,10,5,66,2,2,1,2,5
167,"04",1,1,0,0,0,1,0,0,2,4,2,2,1,4,3,3,5,2,2,3,3,3,2,3,3,3,1,2,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,6,2,2,1,4,1,3,4
168,"04",1,0,0,1,0,0,0,0,4,1,2,2,2,1,8,3,2,8,2,2,4,2,2,2,2,4,4,2,4,4,4,4,2,2,4,2,2,4,4,99,99,99,99,99,99,4,4,4,1,10,6,66,1,2,4,1,4
169,"04",1,1,1,0,0,0,0,0,4,4,1,1,1,4,5,0,4,5,1,3,1,2,3,2,2,2,1,1,2,3,1,1,3,3,5,4,1,5,2,1,3,4,3,2,2,4,5,4,1,12,6,66,2,5,1,2,4
170,"04",2,0,1,0,0,1,0,0,4,4,3,1,99,12,3,4,5,3,3,2,1,3,4,2,3,3,1,3,4,1,2,1,2,3,2,2,99,99,99,99,99,99,99,99,99,2,2,1,2,5,5,66,2,3,1,5,6
171,"05",2,0,1,0,0,1,0,0,1,12,3,2,2,12,99,99,99,99,3,2,3,3,4,2,3,5,2,3,5,1,1,1,2,3,2,2,3,3,3,3,3,3,3,3,3,2,1,2,2,5,5,66,2,4,4,2,5
172,"05",1,1,1,0,0,0,0,0,1,1,2,2,2,1,7,6,5,8,4,4,1,3,4,2,2,4,2,3,4,1,3,4,3,4,3,4,1,4,4,2,4,4,3,3,2,1,1,2,2,12,99,66,2,3,1,2,5
173,"05",1,0,0,0,0,1,0,0,1,12,3,1,2,1,5,5,5,5,2,3,3,4,3,3,3,3,3,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,99,66,1,3,1,4,99
174,"05",2,0,1,0,0,1,1,0,2,2,3,1,1,12,2,4,4,0,3,3,3,3,3,2,2,5,1,3,5,1,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,2,3,3,2,2,1,2,1,3,1,4,7
175,"05",2,0,1,0,0,0,0,0,1,12,3,1,1,1,5,5,5,5,1,3,2,4,3,2,2,5,3,1,4,2,1,1,2,4,4,2,3,3,3,1,1,1,1,1,1,4,3,1,2,4,2,2,1,3,1,3,5
176,"05",2,0,1,0,0,1,1,0,1,1,3,2,1,12,5,3,3,3,3,3,1,4,99,3,3,3,4,3,3,3,3,2,2,4,4,2,99,99,99,99,99,99,99,99,99,3,2,3,1,5,6,66,1,2,1,4,4
177,"05",99,0,0,0,0,0,1,1,10,10,2,1,1,10,4,0,0,3,1,3,2,2,4,2,2,2,2,3,3,4,5,3,3,2,4,2,2,4,4,2,4,3,3,2,3,2,3,2,2,5,3,66,2,2,1,3,5
178,"05",2,1,1,0,0,0,0,0,1,1,2,1,1,1,6,5,4,6,2,3,2,1,3,2,2,2,1,2,3,2,3,2,2,2,3,3,3,2,3,2,2,3,2,3,4,2,2,2,2,12,6,66,3,3,1,5,4
179,"05",2,1,1,0,1,1,0,0,99,2,4,2,1,12,99,0,99,99,2,1,1,1,5,2,5,2,1,5,3,3,5,1,2,5,2,1,1,3,1,1,3,2,4,3,3,1,1,1,1,11,1,99,2,2,1,3,5
180,"05",99,1,1,0,0,0,0,0,11,11,2,99,99,12,6,5,5,6,3,3,2,3,4,2,2,4,2,3,5,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,2,2,2,8,1,2,2,2,1,2,5
181,"05",2,1,1,0,0,1,0,0,2,2,3,1,2,2,4,8,5,2,2,2,1,4,4,2,2,5,1,3,3,3,3,3,3,4,3,1,1,3,3,2,3,3,3,2,2,1,1,2,1,11,6,66,2,2,1,3,5
182,"05",2,1,1,0,0,0,0,0,2,2,3,2,2,8,1,8,3,0,5,3,1,5,5,2,4,3,2,5,4,3,2,3,3,2,1,4,1,5,2,1,3,3,4,2,2,2,4,1,2,13,6,66,2,2,1,3,5
183,"05",2,0,1,0,0,0,1,0,1,2,3,2,1,1,7,7,4,4,2,3,1,4,5,1,3,1,4,4,5,5,1,1,5,4,2,3,3,3,3,3,3,3,3,3,3,4,4,1,2,1,6,66,1,2,1,5,5
184,"05",2,0,1,0,0,0,0,0,1,1,3,1,1,1,7,0,5,3,1,2,3,3,4,3,3,3,3,3,3,2,3,3,4,4,5,1,1,3,2,1,4,3,3,2,3,3,3,1,1,11,1,2,1,2,1,1,4
185,"05",99,1,1,0,1,0,0,0,1,1,3,99,99,1,5,99,99,5,2,3,2,3,3,2,2,3,2,2,5,2,5,3,3,3,3,3,3,99,99,99,1,99,3,99,99,3,5,3,1,14,4,66,2,1,1,99,5
186,"05",2,1,1,0,0,1,0,0,2,2,3,1,2,2,5,7,5,5,3,2,2,3,2,1,1,5,2,2,3,3,5,3,2,3,3,3,1,3,3,1,3,3,1,3,3,1,1,1,1,13,4,66,2,5,1,2,5
187,"05",2,0,1,0,0,1,0,0,1,3,3,1,1,1,8,5,8,1,1,3,1,3,2,2,2,2,99,3,2,3,2,3,2,2,3,2,1,5,2,99,1,3,2,3,3,2,3,1,1,12,1,3,2,2,1,2,6
188,"06",99,0,0,0,0,0,0,1,99,99,3,2,2,12,5,5,5,3,4,4,1,4,4,2,2,5,2,3,5,1,1,2,3,5,2,4,3,3,3,3,3,3,3,3,3,2,2,2,2,1,6,66,1,5,1,4,4
189,"06",2,1,1,0,0,0,0,0,3,6,4,2,2,12,4,5,6,3,3,4,1,4,3,4,4,3,1,3,5,4,2,2,3,2,4,4,1,4,2,3,3,4,4,2,2,2,4,1,1,5,1,2,1,5,1,3,5
190,"06",1,0,1,0,0,1,0,0,4,4,3,1,1,1,7,4,3,5,1,2,1,2,5,2,2,1,2,2,3,2,2,3,4,2,4,2,1,5,3,1,5,3,3,3,3,2,1,2,2,4,1,2,2,5,1,6,4
191,"06",1,0,1,1,0,1,0,0,1,1,2,2,1,1,6,1,1,6,2,3,4,3,3,1,1,5,1,1,5,5,1,1,3,2,3,3,3,3,3,1,2,99,3,3,3,3,1,1,2,10,2,2,2,2,1,3,5
192,"06",1,1,1,0,0,0,0,0,1,1,2,2,2,1,6,2,2,2,1,3,1,4,5,4,4,3,1,5,4,1,3,1,3,4,2,2,2,4,4,2,4,4,4,4,4,2,4,1,2,11,5,66,2,2,1,3,5
193,"06",2,1,1,0,1,1,1,0,8,8,3,2,99,12,99,99,99,99,3,3,3,3,3,2,2,5,3,3,5,2,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,6,3,66,2,2,1,5,4
194,"06",1,1,1,0,0,0,0,0,1,1,3,2,1,1,8,3,2,5,3,4,2,2,5,1,2,4,2,2,2,1,4,1,2,2,4,3,1,4,3,2,2,2,1,2,3,1,1,1,2,11,5,66,2,2,1,2,6
195,"06",2,0,1,0,0,1,0,0,1,12,3,2,2,12,5,2,2,5,2,3,1,4,4,3,2,5,1,2,3,1,1,2,2,3,3,3,1,2,2,1,1,1,1,2,2,2,2,1,1,6,2,99,2,1,1,5,4
196,"06",1,0,1,1,1,0,0,0,1,1,2,2,1,99,10,0,0,8,4,5,1,4,5,2,4,5,2,3,4,1,3,3,3,5,5,5,99,99,99,99,99,99,99,99,99,2,3,2,1,12,99,66,2,3,1,3,6
197,"06",2,1,1,1,1,0,0,0,2,2,3,2,2,5,0,7,1,1,4,5,1,5,3,2,2,5,1,4,5,4,4,2,4,4,2,4,1,3,1,3,2,2,4,2,1,2,1,1,1,13,6,66,3,2,1,1,7
198,"06",2,1,1,1,0,0,0,0,4,12,3,2,1,12,99,99,99,0,1,5,2,5,3,1,3,3,2,3,4,5,2,1,2,4,3,3,99,99,99,99,99,99,99,99,99,3,5,1,1,7,2,2,1,2,3,2,6
199,"06",2,0,1,0,0,1,1,0,3,1,3,1,2,12,5,5,7,5,2,3,3,2,3,3,2,4,4,2,3,3,3,3,2,3,4,2,3,3,3,2,3,3,4,3,3,2,2,2,1,5,2,2,2,2,1,4,5
200,"06",1,0,1,0,0,1,1,0,99,1,2,2,2,12,5,3,1,4,3,4,1,4,3,2,3,5,2,4,4,4,2,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,2,3,99,99,99,66,99,99,99,99,99
201,"06",2,0,0,0,0,1,0,0,4,4,3,2,1,4,8,7,7,6,3,5,3,3,4,2,2,4,2,1,4,3,2,2,2,3,4,3,3,3,3,2,2,2,2,2,2,2,2,1,2,7,2,2,2,2,1,2,7
202,"06",2,0,1,0,0,0,0,0,3,1,3,2,2,3,6,3,7,6,3,2,1,3,4,2,1,4,1,2,3,4,1,1,1,4,4,2,1,5,2,2,3,3,4,2,2,1,1,1,1,10,6,66,2,2,99,6,6
203,"06",2,1,1,0,0,1,0,0,5,11,2,2,2,5,2,5,5,2,3,5,3,5,1,1,3,5,1,3,5,1,1,1,1,2,4,4,5,5,5,1,1,1,1,1,1,1,1,1,1,1,6,66,1,2,1,6,3
204,"06",2,1,1,0,0,0,0,0,2,2,3,1,2,1,7,5,3,4,2,1,1,3,5,2,2,5,1,1,2,5,3,1,3,3,2,2,1,4,1,1,3,3,4,3,2,1,1,1,1,11,6,66,2,2,1,6,6
205,"06",1,1,1,1,0,0,0,0,1,1,2,2,1,1,8,3,3,7,2,3,1,2,4,2,3,3,2,2,2,3,4,4,3,4,4,4,1,4,4,1,4,4,2,2,2,2,2,2,2,15,6,66,2,1,1,4,4
206,"06",1,1,1,1,0,0,0,0,1,1,2,2,99,2,8,6,4,7,3,3,2,4,5,1,99,99,99,99,99,5,3,99,3,3,3,2,2,2,3,99,99,99,99,99,99,1,1,1,2,13,6,66,2,2,1,4,4
207,"07",1,1,1,0,0,0,0,0,1,1,2,2,2,12,5,3,3,5,2,3,1,3,5,1,3,3,3,2,2,2,3,3,2,2,3,2,1,2,1,1,2,2,2,2,2,2,5,1,2,11,3,66,2,4,1,3,3
208,"07",2,0,1,0,0,1,0,0,2,2,2,1,1,2,3,4,3,3,2,2,1,4,3,2,2,3,3,4,4,1,1,1,2,1,5,3,1,5,3,1,3,3,4,2,3,3,2,1,2,5,2,2,2,5,1,2,4
209,"07",2,1,1,1,0,0,0,0,7,12,4,1,99,12,1,1,2,1,1,1,1,1,3,1,1,5,1,3,3,3,3,3,2,2,4,1,1,3,3,4,2,2,2,3,3,1,1,1,1,8,2,99,2,2,1,2,4
210,"07",2,1,1,1,0,1,0,0,3,2,3,1,1,2,1,6,1,1,1,1,1,1,1,1,1,1,4,1,1,4,5,5,1,5,1,1,2,2,2,2,2,3,5,5,5,1,1,1,2,12,2,3,2,2,1,2,6
211,"07",1,0,1,0,0,0,0,0,1,1,2,1,1,1,4,3,3,5,2,2,2,2,4,2,2,3,2,2,3,2,3,2,3,3,4,4,1,1,1,2,2,2,3,3,3,1,1,2,1,7,6,66,1,3,1,3,5
212,"07",2,1,1,0,0,0,0,0,6,12,3,2,99,1,4,4,4,3,3,3,3,3,3,3,2,4,2,1,4,3,3,1,2,3,3,3,1,4,4,2,2,2,2,2,2,1,1,1,2,9,2,3,2,2,1,6,7
213,"07",1,1,1,0,0,1,1,0,1,1,4,1,1,1,6,3,0,4,1,3,2,3,3,3,3,3,3,2,2,2,2,2,1,2,3,1,1,2,3,1,2,3,3,3,3,1,1,1,2,6,1,2,3,2,1,4,6
214,"07",2,1,1,0,0,0,0,0,5,5,4,2,2,5,0,5,0,0,3,5,1,5,1,1,4,5,1,5,3,5,1,1,1,5,1,1,1,3,1,1,4,1,5,1,1,1,1,1,1,13,6,66,2,2,1,2,5
215,"07",99,1,1,0,0,0,0,0,2,2,1,2,1,2,5,5,5,5,3,4,1,2,2,2,2,3,2,3,3,3,4,3,3,2,4,5,2,2,99,99,99,99,1,1,99,4,4,1,1,12,3,66,3,2,2,99,3
216,"07",2,1,1,0,0,0,0,0,2,12,3,1,99,12,0,10,99,0,3,1,99,2,3,99,2,3,1,3,4,4,4,3,2,3,1,3,99,99,99,99,99,99,99,99,99,1,1,1,1,5,2,3,1,2,4,2,7
217,"07",2,0,0,0,1,0,0,0,1,1,4,1,1,1,2,0,0,0,1,1,5,1,1,2,5,1,5,2,3,1,2,1,2,1,5,1,1,2,2,2,1,2,2,3,2,2,3,1,1,5,1,1,2,5,4,3,6
218,"07",1,1,1,0,0,0,0,0,1,1,3,2,1,4,8,4,4,5,3,2,1,2,1,1,1,4,1,3,4,2,4,4,3,2,3,2,1,5,5,2,4,4,2,5,5,2,3,2,1,10,2,99,2,2,1,4,5
219,"07",1,1,1,0,0,0,1,0,1,3,2,2,1,8,10,10,10,10,1,5,2,1,1,1,1,1,3,99,3,5,4,1,3,1,5,5,3,99,4,2,3,1,1,1,1,1,1,1,2,7,3,66,1,1,1,5,6
220,"07",99,1,1,0,0,1,1,0,3,3,2,1,1,1,6,1,4,2,1,3,4,2,3,1,2,5,4,2,4,2,5,5,5,2,5,3,2,4,2,2,3,2,3,1,2,2,3,4,1,6,2,2,1,5,1,3,3
221,"07",2,0,0,0,0,0,1,0,1,1,3,1,1,1,5,1,1,2,1,1,2,3,3,3,1,5,2,3,4,2,3,2,2,4,4,1,1,1,1,1,2,2,1,2,2,1,1,1,1,3,1,2,1,5,4,1,6
222,"07",99,1,0,0,1,0,0,0,1,1,3,99,99,1,5,2,2,2,2,2,4,2,3,3,4,4,2,3,2,3,5,4,3,2,4,3,2,4,4,2,4,4,4,2,2,2,2,2,1,12,3,66,2,5,1,3,4
223,"07",2,0,1,1,0,0,0,0,2,12,3,1,1,12,2,2,2,2,3,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,4,2,3,4,2,3,3,3,2,1,7,1,2,2,5,2,5,5
224,"07",1,1,1,0,0,1,0,0,1,4,2,2,1,1,6,3,3,5,99,5,5,4,4,3,3,4,3,3,4,2,1,1,3,3,2,3,2,3,3,3,3,3,3,3,3,2,3,2,1,12,6,66,2,1,1,2,5
225,"07",1,1,1,0,0,1,0,0,1,1,3,2,1,1,8,6,5,8,2,3,2,3,5,4,3,3,1,2,2,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,2,3,2,2,9,1,3,2,2,1,5,4
226,"07",2,1,1,0,0,1,0,0,2,2,3,2,2,2,4,7,5,3,3,2,1,3,4,3,3,2,2,3,3,3,2,2,3,2,3,3,1,2,2,1,2,2,3,2,2,3,2,1,2,8,1,2,1,2,2,2,4
227,"07",1,1,1,0,0,0,0,0,1,1,2,2,2,1,99,99,99,99,2,5,2,2,3,1,2,4,3,3,5,3,5,5,5,3,3,4,2,3,3,2,3,3,4,4,4,2,3,2,2,13,6,66,2,5,1,2,3
228,"07",2,1,1,0,0,1,0,0,3,12,3,2,1,12,99,99,99,99,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,15,6,66,2,1,1,2,6
