year,ku,kun,status,name,party,party_code,previous,wl,voteshare,age,nocand,rank,vote,eligible,turnout,exp
2005,gifu,2,0,"TAKAGI, MITSUHIRO",JCP,2,0,0,607,46,3,3,14224,312501,6809,1829172
1996,toyama,3,0,"MIYANISHI, ISAO",independent,99,0,0,602,28,3,3,14222,385638,6208,1522887
2003,ehime,1,0,"HAYASHI, NORIKO",JCP,2,0,0,706,41,5,3,14222,379458,5103,1882956
2003,nara,3,0,"MASAKI, ATSUSHI",JCP,2,0,0,803,32,4,4,14219,288010,6202,2444034
2014,kanagawa,12,0,"AMAKASU, KAZUHIKO",NG,20,0,0,702,31,4,4,14208,0,0,0
1996,oita,2,0,"DOI, MASAMI",JCP,2,0,0,1004,56,3,3,14197,228103,6309,2772870
2000,fukushima,2,0,"MURAKAMI, TAKESHI",SDP,9,0,0,604,51,4,3,14186,334492,6707,5290196
2003,chiba,1,0,"AGUI, TAKEO",JCP,2,0,0,609,45,3,3,14183,373444,5604,3297172
2012,gunma,4,0,"HAGIWARA, SADAO",JCP,2,0,0,805,63,4,4,14174,291568,5903,1303102
2012,shimane,1,0,"YOSHIGI, KEIKO",JCP,2,0,0,801,61,3,3,14173,278225,6403,918320
2000,tokushima,1,0,"KAMIMURA, HIDEAKI",JCP,2,0,0,11,41,4,3,14164,223310,5901,3449775
2014,shiga,2,0,"NAKAGAWA, MUTSUKO",JCP,2,0,0,1006,56,3,3,14163,0,0,0
2017,fukuoka,1,0,"TACHIKAWA, TAKAHIKO",JCP,2,0,0,7012,66,4,4,14158,0,0,0
1996,kagoshima,3,0,"MURAYAMA, SATOSHI",JCP,2,0,0,807,48,3,3,14151,269095,6207,425786
1996,aichi,14,0,"FUJIKAWA, CHIAKI",DPJ,3,0,0,907,55,4,4,14149,254598,5902,10863379
2005,gifu,5,0,"INOUE, SATOSHIB",JCP,2,0,0,607,37,4,4,14143,290646,7401,1905853
2005,niigata,3,0,"TANAKA, SHINICHI",JCP,2,0,0,603,43,4,4,14132,328478,6909,1749617
1996,ishikawa,3,0,"KAGINUSHI, MASANORI",DPJ,3,0,0,609,46,4,3,14129,279420,7406,6860075
2003,aomori,1,2,"IMAMURA, OSAMI",SDP,9,1,0,609,61,6,4,14123,356913,5804,5533931
2012,fukuoka,2,0,"KURAMOTO, TATSUO",JCP,2,0,0,508,45,5,4,14115,444145,56,1376292
2014,shiga,3,0,"NISHIKAWA, HITOSHI",JCP,2,0,0,1007,67,3,3,14113,0,0,0
2000,hokkaido,12,0,"MURAGUCHI, TERUMI",JCP,2,0,0,705,64,3,3,14109,270876,71,3141177
2003,saitama,12,0,"SUZUKI, CHIKAKO",JCP,2,0,0,706,48,3,3,14106,369529,5105,1865330
2003,shizuoka,2,0,"OKAZAKI, HEISAKU",JCP,2,0,0,506,51,3,3,14096,391657,6509,898186
2003,tottori,1,0,"SUIZU, IWAO",JCP,2,0,0,808,53,3,3,14092,260451,6402,1328149
2005,kagawa,3,0,"CHIKAISHI, MICHIKO",JCP,2,0,0,807,57,3,3,14086,253995,6506,1126436
2003,shizuoka,8,2,"HIRAGA, TAKASHIGE",JCP,2,1,0,604,49,3,3,14057,350645,6305,1445300
2000,iwate,4,0,"SAKAMOTO, RYOKO",JCP,2,0,0,7,52,4,4,14051,282948,7108,2921290
2005,iwate,1,0,"HOSOKAWA, MITSUMASA",SDP,9,0,0,706,56,4,3,14050,273565,6709,4449762
2014,chiba,10,0,"KASAHARA, MASAMI",JCP,2,0,0,709,60,3,3,14049,0,0,0
2014,wakayama,1,0,"KUNISHIGE, HIDEAKI",JCP,2,0,0,909,54,3,3,14027,0,0,0
2005,hyogo,8,2,"UEDA, MUNENORI",SDP,9,0,0,509,39,4,4,14019,378774,6404,6098911
2014,yamaguchi,4,0,"WATANABE, ERI",independent,99,0,0,1006,51,3,3,14018,0,0,0
2017,gunma,5,0,"TAKAHASHI, NOBUYUKI",SDP,9,0,0,8031,63,4,4,14008,0,0,0
2005,okayama,2,0,"OZAKI, HIROKO",JCP,2,0,0,704,48,3,3,13999,288250,6608,1919443
1996,tokyo,20,0,"ASAKI, NAOKO",independent,99,0,0,608,29,6,5,13957,360803,5805,1163563
2014,niigata,4,0,"NISHIZAWA, HIROSHI",JCP,2,0,0,805,34,3,3,13957,0,0,0
2012,saitama,8,0,"NISHIKAWA, HIROSHI",mirai,12,0,0,609,55,5,5,13939,351130,5901,3516518
2005,shizuoka,5,0,"SAKUYAMA, YUKI",JCP,2,0,0,406,33,3,3,13936,448424,6805,1625001
2017,saitama,14,1,"HATANO, HIROSHI",NIK,41,0,0,6072,47,4,4,13926,0,0,0
2003,chiba,5,0,"KUROSAWA, HIDEAKI",JCP,2,0,0,701,65,4,4,13919,391361,5108,3112755
2012,niigata,6,0,"TAKAHASHI, MIKIKO",JCP,2,0,0,708,53,3,3,13914,292581,6304,1028820
2003,yamaguchi,3,0,"TANAKA, TERUHISA",JCP,2,0,0,709,31,3,3,13909,286993,6301,1462281
2017,okayama,4,1,"HIRABAYASHI, AKINARI",JCP,2,0,0,7075,62,3,3,13907,0,0,0
1996,tokyo,22,0,"HOSAKA, NOBUTO",SDP,9,1,2,509,40,6,5,13904,436597,5503,5809420
1996,niigata,2,0,"NOZAKI, HIROSHI",JCP,2,0,0,6,49,6,4,13883,339397,7102,1744818
2000,yamanashi,3,0,"SUGASAWA, SABURO",JCP,2,0,0,9,55,3,3,13875,237816,6704,559941
2012,hiroshima,3,0,"FUJII, TOSHIKO",JCP,2,0,0,703,59,4,4,13875,352969,5507,840141
2012,shizuoka,3,0,"OKAMURA, TETSUSHI",JCP,2,0,0,509,62,4,4,13870,372305,6408,335850
2005,saitama,1,0,"IKEDA, MASAYO",SDP,9,0,0,503,46,4,4,13869,405970,6503,2866078
2000,aichi,11,0,"SATO, YOSHIATSU",JCP,2,0,0,601,59,4,3,13862,325972,7103,2379699
2003,gifu,2,0,"TAKAGI, MITSUHIRO",JCP,2,0,0,702,44,3,3,13846,311861,6301,2438016
2014,fukushima,3,0,"YOKOTA, YOKO",JCP,2,0,0,808,56,3,3,13824,0,0,0
2014,yamaguchi,3,0,"FUJII, TAKESHI",JCP,2,0,0,1001,28,3,3,13818,0,0,0
2000,shizuoka,2,0,"IKEDA, GOKYU",jiyu-rengo,10,0,0,505,34,5,5,13816,384666,6706,2743504
2005,iwate,3,0,"KIKUCHI, YUKIO",JCP,2,0,0,704,46,3,3,13816,259095,7302,2844588
2012,yamaguchi,4,0,"HIGAKI, TOKUO",JCP,2,0,0,901,48,3,3,13815,263255,5904,722482
2012,hyogo,3,0,"OSUGI, TETSUO",JCP,2,0,0,707,64,5,5,13811,319736,5706,1411415
2005,gunma,4,0,"SAKAI, ETSUO",JCP,2,0,0,703,51,3,3,13809,287839,67,943206
2003,shizuoka,4,0,"NISHITANI, HIDETOSHI",JCP,2,0,0,701,61,3,3,13795,330193,6001,988546
2003,toyama,2,0,"TATSUO, TETSUO",SDP,9,0,0,807,54,4,3,13792,257400,6207,4625305
2009,yamagata,3,0,"HASEGAWA, TSUYOSHI",JCP,2,0,0,6,31,4,3,13789,318892,7309,2257947
2005,kanagawa,4,0,"HAYASHI, NOBUAKI",JCP,2,0,0,601,39,4,4,13775,326976,71,1957506
2003,kumamoto,1,0,"NISHIKAWA, ETSUKO",JCP,2,0,0,607,49,3,3,13769,355954,5901,2250175
2012,chiba,13,0,"SATAKE, TOMOYUKI",JCP,2,0,0,705,67,5,4,13769,329571,5801,704862
2005,chiba,13,0,INO CHOEI,JCP,2,0,0,7,33,3,3,13756,305244,6507,2223643
2000,yamanashi,2,0,"ISHII, KENSUKEA",jiyu-rengo,10,0,0,905,53,3,3,13738,236158,6401,5643552
2005,niigata,2,0,"HOSOI, YOSHIO",JCP,2,0,0,6,56,3,3,13727,320718,7305,3166062
2005,fukuoka,3,0,"NAKAZONO, TATSUNOBU",JCP,2,0,0,503,53,3,3,13723,383093,6805,1466300
2017,yamaguchi,4,0,"NISHIOKA, HIRONOBU",JCP,2,0,0,905,54,5,3,13721,0,0,0
1996,yamaguchi,2,0,"YAMANAKA, RYOJI",JCP,2,0,0,605,37,5,4,13710,311786,6806,2087397
2003,kanagawa,4,0,"MAWATARI, TATSUHARU",independent,99,0,0,702,46,4,3,13706,321246,6102,5797456
2009,saitama,13,1,"HIMORI, BUMIHIRO",SDP,9,1,0,508,60,5,3,13699,361814,67,6951889
2014,shiga,4,0,"NISHIZAWA, KOICHI",JCP,2,0,0,808,36,4,4,13687,0,0,0
2014,tokyo,24,0,"FUJII, YOSHIHIRO",NG,20,0,0,506,39,4,4,13680,0,0,0
2012,ibaraki,6,0,"AOKI, MICHIKO",JCP,2,0,0,507,62,6,5,13680,428923,5703,811641
2017,okayama,5,1,"MIIMI, YOSHIAKI",JCP,2,0,0,9066,60,3,3,13649,0,0,0
2012,shizuoka,1,0,"KAWASE, SACHIYO",JCP,2,0,0,601,61,5,5,13646,384803,5908,738581
2017,akita,2,0,"FUJIMOTO, YURI",JCP,2,0,0,8044,38,3,3,13642,0,0,0
2000,gifu,2,0,"MORIZAKURA, FUSAYOSHI",JCP,2,0,0,605,43,3,3,13635,309597,69,2317206
2003,kanagawa,11,0,"SETO, KAZUHIRO",JCP,2,0,0,508,51,3,3,13632,398912,5909,2955472
2014,okayama,4,0,"KAKIUCHI, YUICHI",JCP,2,0,0,706,50,3,3,13629,0,0,0
2003,hokkaido,7,0,"YAGI, YASUHIKO",JCP,2,0,0,709,63,3,3,13617,288422,6105,4007143
2000,toyama,3,0,"UEDA, HIROSHI",JCP,2,0,0,503,53,4,4,13610,390784,6702,1330717
2000,ehime,3,0,"HIRAMOTO, TETSURO",JCP,2,0,0,808,56,4,4,13607,272549,5804,1863553
2012,shizuoka,2,0,"YOTSUYA, MEGUMI",JCP,2,0,0,505,60,4,4,13588,395390,6401,317268
2009,nagano,5,0,"IKEDA, YUKIYO",SDP,9,0,0,509,37,5,4,13576,291541,7904,3334962
2012,hiroshima,4,0,"NAKAISHI, JIN",JCP,2,0,0,806,50,3,3,13576,295992,5602,779790
2000,tokyo,3,0,"MEI, RAN",SDP,9,0,0,504,35,7,5,13575,434732,5907,4082695
2003,mie,3,0,"HOSHINO, RITSUKO",JCP,2,0,0,604,52,3,3,13562,322253,6701,1359708
2003,yamanashi,1,0,"ENDO, AKIKO",JCP,2,0,0,1004,52,3,3,13545,221222,6006,2150766
2003,kanagawa,6,0,"FUJII, MIDORI",JCP,2,0,0,6,48,5,5,13538,373824,6102,3167973
2012,mie,2,0,"NAKANO, TAKESHI",JCP,2,0,0,703,38,5,4,13537,328474,5709,613071
2003,hiroshima,5,0,"YAMAMOTO, TOSHIAKI",independent,99,0,0,706,53,5,4,13531,284169,6406,5679701
2012,kanagawa,8,0,"KUGIMARU, SUSUMU",JCP,2,0,0,508,39,4,4,13526,382436,63,1858542
1996,saitama,3,0,"INOUE, TOYOJI",independent,99,0,0,607,49,5,5,13524,402422,5105,7269352
2003,aomori,4,0,"ENDO, SETSUKO",JCP,2,0,0,708,59,4,3,13524,320830,5505,1946000
2017,okayama,2,0,"KAKIUCHI, KYOMI",JCP,2,0,0,9045,51,4,3,13518,0,0,0
2012,chiba,6,0,"MIWA, YUMI",JCP,2,0,0,609,57,6,5,13511,350197,5804,1195769
1996,hiroshima,3,0,"TANAKA, TOMINORI",JCP,2,0,0,708,36,5,5,13506,316107,5507,296172
2014,saitama,7,0,"NEMOTO, CHIHIRO",NG,20,0,0,605,55,4,4,13500,0,0,0
2005,yamaguchi,2,0,"YAMANAKA, RYOJI",JCP,2,0,0,601,46,3,3,13499,311203,7205,1078060
2003,saitama,5,0,"MATSUSHITA, YUTAKA",JCP,2,0,0,8,58,3,3,13493,324402,53,1827527
2012,miyagi,4,0,"TOTSUKAWA, HISASHI",JCP,2,0,0,704,30,5,4,13492,335608,5507,1507100
2017,tochigi,5,1,"KAWAKAMI, HITOSHI",JCP,2,0,0,9034,61,3,3,13485,0,0,0
2017,shiga,1,1,"KOSAKA, YOSHIKO",SDP,9,0,0,7057,77,3,3,13483,0,0,0
2000,kyoto,3,0,"OWAN, MUNENORI",SDP,9,0,0,704,59,4,4,13482,339491,5504,3315572
2003,kanagawa,4,0,"HAYASHI, NOBUAKI",JCP,2,0,0,701,37,4,4,13473,321246,6102,2965677
2017,toyama,1,1,"AOYAMA, RYOSUKE",JCP,2,0,0,10064,42,3,3,13471,0,0,0
2012,miyagi,1,0,"KADONO, TATSUYA",JCP,2,0,0,6,53,6,5,13454,415768,5502,1730835
2014,hokkaido,1,0,IIDA0 TOSHIHIRO,independent,99,0,0,5,41,4,4,13444,0,0,0
2012,saitama,10,0,"UMEZAWA, EIJI",JCP,2,0,0,609,63,5,5,13444,327555,6102,1187700
2005,chiba,1,0,"SASAKI, YUKI",JCP,2,0,0,505,26,3,3,13443,380707,6409,2661127
2000,shizuoka,6,0,"IGUCHI, MASAHIKO",JCP,2,0,0,602,45,4,3,13428,339947,6409,1417765
2012,tokyo,18,0,"YAHAGI, TAKAYOSHI",JCP,2,0,0,501,51,6,6,13419,415060,65,1093839
2012,toyama,3,0,"IZUMINO, KAZUYUKI",JCP,2,0,0,603,55,3,3,13400,378864,5708,1544060
2005,akita,1,0,"IMAGAWA, KAZUNOBU",JCP,2,0,0,707,40,4,4,13334,270059,6506,2503830
2005,aomori,2,0,"KINOSHITA, CHIYOJI",SDP,9,0,0,806,72,4,3,13327,248301,6303,4886248
2012,hokkaido,10,0,"KIMURA, KENJI",JCP,2,0,0,605,61,4,4,13320,328145,6407,1953862
2003,gifu,4,0,"AGO, TAKEHI",JCP,2,0,0,504,58,3,3,13312,349603,7105,2063587
2005,aichi,13,0,"NAKAMURA, KEN",JCP,2,0,0,501,58,3,3,13311,369801,7109,1557788
2012,shizuoka,8,2,"HIRAGA, TAKASHIGE",JCP,2,1,0,601,58,5,4,13297,359948,6108,810450
2012,kyoto,4,0,"ISHIDA, TETSUO",your,14,0,0,6,62,8,5,13283,394847,5703,4112226
2003,okayama,3,0,"MIIMI, YOSHIAKI",JCP,2,0,0,701,46,3,3,13276,301589,6401,1205935
1996,gifu,5,0,"INAGUMA, JIRO",JCP,2,0,0,701,71,5,4,13272,279909,6801,3188457
2005,toyama,2,0,"AKIHARA, NOBUYUKI",SDP,9,0,0,705,64,4,3,13272,258196,70,4505766
2003,kanagawa,18,0,"HIRATA, KEIKO",independent,99,0,0,708,35,7,4,13267,316614,5507,4445299
2014,osaka,9,2,"TSUJI, MEGUMU",independent,99,2,0,507,66,4,4,13264,0,0,0
1996,aichi,11,0,"OMURA, YOSHINORI",JCP,2,0,0,6,40,3,3,13260,310462,73,1932893
2012,hokkaido,11,0,"WATANABE, YUKARI",JCP,2,0,0,708,64,3,3,13235,288689,61,1598096
1996,tottori,1,0,"YAMADA, ATSUSHI",NJSP,21,0,0,808,57,4,4,13221,252937,6508,3659244
2014,hokkaido,7,0,"ISHIKAWA, AKEMI",JCP,2,0,0,804,63,3,3,13218,0,0,0
2012,ishikawa,2,0,"NISHIMURA, YUSHI",JCP,2,0,0,609,58,4,4,13184,317874,6304,585750
2014,mie,5,0,"NAITO, KOICHI",JCP,2,0,0,803,50,3,3,13170,0,0,0
2012,gunma,1,0,"UBUKATA, HIDEO",JCP,2,0,0,602,64,5,5,13152,385702,5601,1013780
2012,chiba,6,0,"SHIRAISHI, JUNKO",mirai,12,0,0,607,50,6,6,13139,350197,5804,396000
2005,chiba,12,0,"KAMOSHIDA, YASUHIRO",JCP,2,0,0,503,50,3,3,13129,386093,6603,3657354
2014,oita,1,0,"YAMAMOTO, SHIGERU",JCP,2,0,0,607,63,3,3,13113,0,0,0
2000,aomori,2,0,"KINOSHITA, CHIYOJI",SDP,9,0,0,707,67,4,3,13112,245982,7006,5446647
2012,saitama,5,0,"OISHI, YUTAKA",JCP,2,0,0,604,52,4,4,13109,352329,5909,1968262
2000,miyazaki,1,0,"KAWAGOE, HIROKI",independent,99,0,0,602,52,5,4,13108,326887,6602,9959298
2012,chiba,1,0,"TERAO, KEN",JCP,2,0,0,507,36,5,5,13102,402425,5902,969247
2000,tochigi,5,0,"KAWAKAMI, HITOSHI",JCP,2,0,0,707,44,3,3,13102,299476,5904,1510673
2012,wakayama,1,0,"KOKUJU, HIDEAKI",JCP,2,0,0,706,52,4,4,13094,311046,5703,272488
2012,fukuoka,3,0,"KAWAHRA, YASUHIRO",JCP,2,0,0,507,31,4,4,13093,402674,59,750400
2000,akita,2,0,"KIKUCHI, TOKIKO",JCP,2,0,0,709,49,4,3,13090,234649,7106,2833025
2000,hyogo,12,0,"OTA, KIYOYUKI",JCP,2,0,0,6,45,4,3,13088,311398,7107,2232140
2005,nagasaki,2,0,"FUCHISE, EIKO",JCP,2,0,0,508,49,3,3,13088,338744,6706,1631050
2003,kanagawa,18,0,"MUNETA, HIROYUKI",JCP,2,0,0,707,45,7,5,13084,316614,5507,3215336
2009,kochi,1,2,"HARUNA, NAOAKI",JCP,2,0,0,906,50,5,4,13072,213841,6401,2070486
2012,ibaraki,1,0,"TAYA, TAKEO",JCP,2,0,0,507,61,5,5,13065,406694,5706,5635144
2003,saitama,10,0,"NAGATA, KENICHI",JCP,2,0,0,704,28,3,3,13051,320993,5507,2244525
2009,iwate,1,0,"ISAWA, MASAHIRO",SDP,9,0,0,608,62,5,3,13048,275596,7009,4875017
2005,hiroshima,2,0,"TAKAMI, ATSUMI",JCP,2,0,0,501,53,3,3,13047,386402,67,1088787
1996,ibaragi,2,0,"YOKOKURA, TATSUSHI",JCP,2,0,0,704,57,3,3,13039,332944,5406,3426642
2005,wakayama,2,0,"SHIMOMURA, MASAHIRO",JCP,2,0,0,709,50,3,3,13027,236185,7103,891541
1996,kagawa,3,0,"OKUDA, KENJI",SDP,9,0,0,8,51,4,3,13026,248762,6705,4667073
2003,ibaragi,4,0,"KAWASAKI, ATSUKO",JCP,2,0,0,801,50,3,3,13015,299611,5502,1826771
2000,miyazaki,3,0,"NUKUMIZU, TAKEO",JCP,2,0,0,606,64,4,3,13006,297053,6803,2795712
2000,yamagata,1,0,"SATO, AKIKO",JCP,2,0,0,705,25,3,3,12996,250925,7003,2455454
2014,niigata,5,0,"HATTORI, KOICHI",JCP,2,0,0,902,45,3,3,12993,0,0,0
1996,kagawa,1,2,"KATO, SHIGEAKI",SDP,9,1,0,705,49,5,4,12964,292365,6004,4667287
2012,nara,1,0,"ITO, KUMIKO",JCP,2,0,0,701,66,4,4,12954,295460,6209,1556926
2012,Okinawa,4,0,"UOMORI, GOTARO",NIK,11,0,0,903,34,5,3,12918,268344,5304,12793332
2000,shizuoka,5,0,"SUGITA, YASUO",JCP,2,0,0,706,53,4,4,12908,286109,6009,2054382
2014,nagano,1,1,"MIYAZAWA, TAKAHITO",NG,20,0,0,601,59,4,4,12888,0,0,0
2009,gunma,2,0,"YAJIMA, ERIKO",independent,99,0,0,508,33,4,3,12885,331305,6802,2478498
2012,aomori,3,0,"YAMAUCHI, TAKU",mirai,12,0,0,902,34,4,3,12878,259111,5409,3959194
2017,fukui,2,0,"SARUHASHI, TAKUMI",JCP,2,0,0,8062,63,3,3,12873,0,0,0
2014,miyazaki,1,0,"MATSUMOTO, TAKASHI",JCP,2,0,0,708,53,4,4,12871,0,0,0
2005,fukuoka,2,0,"YAMADA, HIROTOSHI",JCP,2,0,0,409,43,5,3,12852,423584,6207,2272885
2009,aomori,1,0,"WATANABE, HIDEHIKO",SDP,9,0,0,506,69,6,4,12847,346953,6607,4054460
2003,ibaragi,1,0,"OJIMA, OSAMU",JCP,2,0,0,509,41,3,3,12845,405343,5503,1995192
1996,yamaguchi,3,0,"SASAKI, TADAO",independent,99,0,0,802,58,4,3,12834,285400,5809,0
2005,gunma,2,0,"FUJIKAKE, YOSHIYUKI",JCP,2,0,0,601,59,3,3,12832,330148,6506,955731
2000,miyazaki,2,0,"SHIOTSUKI, MITSURU",JCP,2,0,0,605,67,4,3,12829,302031,6707,1953802
2000,niigata,5,0,"KATO, EIJI",JCP,2,0,0,604,69,3,3,12827,285130,7208,3689685
2000,hiroshima,5,0,"KAKUTANI, SUSUMU",JCP,2,0,0,7,53,4,3,12806,288797,6506,1404184
2000,chiba,12,0,"MURATA, HIDEYASU",jiyu-rengo,10,0,0,6,55,4,4,12804,384578,5808,3305284
2003,nagasaki,1,0,"HARAGUCHI, TOSHIHIKO",JCP,2,0,0,601,41,3,3,12797,358032,5907,2535910
2005,ehime,1,0,"TANAKA, KATSUHIKO",JCP,2,0,0,506,38,5,4,12788,383376,6009,1616252
2005,shimane,1,0,"JODAI, YOSHIO",JCP,2,0,0,602,51,4,3,12786,286205,7305,696980
2014,tokyo,5,0,DR0 NAKAMATSU,independent,99,0,0,5,86,5,5,12777,0,0,0
2017,aichi,6,0,"HIRAYAMA, RYOHEI",SDP,9,0,0,5064,69,4,4,12764,0,0,0
2017,chiba,10,0,"KASAHARA, MASAMI",JCP,2,0,0,7067,63,3,3,12758,0,0,0
2003,fukuoka,5,0,"KAWACHI, NAOKO",JCP,2,0,0,509,50,4,4,12756,390685,5708,1403880
2000,ibaragi,7,0,"NOMURA, ITSUO",LP,18,0,0,604,58,5,4,12749,310270,6601,5410623
2000,okayama,5,0,"KUNISUE, YOSHIO",JCP,2,0,0,608,51,3,3,12745,294189,6502,2110829
1996,fukuoka,11,0,"INOMOTO, TADAO",JCP,2,0,0,704,67,4,4,12741,273666,6406,2856723
2000,akita,2,0,"KUDO, TOMIHIRO",LP,18,0,0,707,47,4,4,12736,234649,7106,4175726
2012,tokushima,1,0,"FURUTA, MOTONORI",JCP,2,0,0,1104,64,3,3,12724,213999,5309,2252272
2003,fukuoka,4,0,"SHINDOME, KIYOTAKA",JCP,2,0,0,608,48,3,3,12713,318260,6008,2352516
2003,akita,1,0,"IMAGAWA, KAZUNOBU",JCP,2,0,0,802,39,4,4,12713,268690,5907,2818724
2005,osaka,10,0,"ASANUMA, KAZUHITO",JCP,2,0,0,508,44,4,4,12703,313035,7005,1709306
2003,hyogo,9,0,"KAKEI, NAOKI",JCP,2,0,0,6,55,4,4,12694,361358,6001,2659704
2012,gifu,1,0,"SUZUKI, MASANORI",JCP,2,0,0,7,49,5,4,12687,323652,5709,1357900
2012,shiga,4,0,"NISHIZAWA, KOICHI",JCP,2,0,0,703,34,5,4,12674,289130,6105,695825
2000,kagawa,1,0,"MATSUBARA, AKIO",JCP,2,0,0,607,44,4,4,12667,298520,6408,2040520
2005,nara,2,0,"NAKANO, AKEMI",JCP,2,0,0,601,57,4,4,12657,297385,71,1441327
2012,ibaraki,6,0,"KURIYAMA, SAKAE",mirai,12,0,0,503,54,6,6,12644,428923,5703,2014726
2014,nara,4,0,"YAMAZAKI, TAYO",JCP,2,0,0,9,64,3,3,12643,0,0,0
2017,nagasaki,3,0,"ISHIMARU, KANJI",JCP,2,0,0,8099,68,4,3,12638,0,0,0
2005,aomori,1,0,"SHIBUTANI, TETSUKAZU",independent,99,0,0,504,43,6,4,12636,355424,6604,2331746
1996,saitama,13,0,"MIYAGAWA, TOSHIAKI",jiyu-rengo,10,0,0,606,59,4,4,12636,424329,4809,0
1996,miyagi,2,0,"ISHIKAWA, KENJI",SDP,9,0,0,606,38,6,5,12629,368666,5209,4706052
2012,hiroshima,2,0,"NAKAMORI, SHINICHI",JCP,2,0,0,507,60,4,4,12619,392877,5704,785334
2009,saitama,13,2,"TAKEYAMA, YURIKO",independent,99,4,0,503,61,5,4,12612,361814,67,0
2009,kanagawa,11,0,"ITO, MASAKO",JCP,2,0,0,408,68,5,3,12601,394396,6801,1811017
2012,chiba,9,0,"KIZAKI, TOSHIYUKI",JCP,2,0,0,506,44,6,5,12601,402578,5709,972651
2012,chiba,5,0,"ASANO, FUMIKO",JCP,2,0,0,504,42,7,6,12583,411147,5709,943566
2003,mie,2,0,"MAEGAKI, TADASHI",JCP,2,0,0,7,42,3,3,12561,313529,5806,1233292
2012,ibaraki,4,0,"UNO, SHUJI",JCP,2,0,0,702,62,3,3,12555,302837,5905,1068968
2017,ibaraki,4,0,"HORIE, KAKUJI",JCP,2,0,0,8096,75,3,3,12548,0,0,0
2009,chiba,1,0,"AGUI, TAKEO",JCP,2,0,0,5,51,4,3,12540,397382,6403,942519
2000,yamanashi,1,0,"ENDO, AKIKO",JCP,2,0,0,9,48,4,4,12538,222071,6406,1192150
2005,kanagawa,3,0,"KAWANO, TOSHIHISA",shintonihon,34,0,0,501,48,5,4,12537,396711,6309,10766084
2009,wakayama,1,0,"KUNISHIGE, HIDEAKI",JCP,2,0,0,601,48,4,3,12529,314432,6405,2681737
2000,tochigi,4,0,"IIZUKA, TADASHI",JCP,2,0,0,503,49,4,4,12522,381796,6304,916011
2012,kyoto,4,2,"NAKAGAWA, YASUHIRO",independent,99,1,0,507,61,8,6,12505,394847,5703,9021623
1996,niigata,2,0,"INAMURA, TOSHIO",NJSP,21,0,0,504,68,6,5,12503,339397,7102,4921375
2012,Okinawa,3,0,"OSHIRO, TOSHIO",NIK,11,0,0,709,45,6,3,12503,295449,5407,3392772
2005,yamaguchi,4,0,"KISAKI, DAISUKE",JCP,2,0,0,607,50,3,3,12499,275663,6809,827485
2003,hyogo,11,0,"TAKEUCHI, NORIAKI",JCP,2,0,0,508,28,3,3,12494,374757,5805,1123543
2000,chiba,1,0,"KIMURA, MIYUKI",jiyu-rengo,10,0,0,602,27,4,4,12470,358426,5803,2110000
2014,kagoshima,4,0,"NAGATA, YOSHIHITO",JCP,2,0,0,903,65,3,3,12464,0,0,0
1996,osaka,14,0,"KOMURO, TATSURU",jiyu-rengo,10,0,0,506,52,4,4,12459,416241,5503,13597148
1996,kumamoto,3,0,"SONODA, GENZO",SDP,9,0,0,7,55,4,3,12458,248420,7404,6168194
2012,nara,2,0,"NAKANO, AKEMI",JCP,2,0,0,607,64,5,5,12444,297375,6309,1747054
2012,hiroshima,1,0,"ONISHI, OSAMU",JCP,2,0,0,706,46,4,4,12444,314600,5305,974664
1996,tochigi,5,0,"FUJIKAKE, HISAO",JCP,2,0,0,706,63,4,3,12435,296047,5605,1389418
2009,chiba,6,0,"YAMAZAKI, HARUYUKI",JCP,2,0,0,507,57,6,4,12427,348266,6406,1967147
2012,kanagawa,7,0,"HIGA, JOICHI",JCP,2,0,0,409,54,5,5,12422,425283,6008,3046389
2000,gunma,3,0,"SHIBUSAWA, TETSUO",JCP,2,0,0,702,41,3,3,12415,290460,6205,3007558
2017,miyazaki,2,1,"KONO, ICHIRO",others,7,0,0,8097,57,3,3,12368,0,0,0
2005,fukushima,4,0,"HARADA, TOSHIHIRO",JCP,2,0,0,606,46,3,3,12356,252177,7602,2401433
2005,fukushima,5,0,"SUZUKI, TAKUMI",kokumin,29,0,0,502,61,4,4,12345,347314,7001,1717853
1996,okayama,5,0,"SAITO, REIKO",JCP,2,0,0,606,43,4,3,12344,293113,6609,2555056
2014,niigata,6,0,"TAKAHASHI, MIKIKO",JCP,2,0,0,708,55,3,3,12315,0,0,0
2012,shiga,4,2,"KONISHI, OSAMU",independent,99,2,0,701,54,5,5,12308,289130,6105,3545901
2014,kumamoto,5,0,"HASHIDA, YOSHIAKI",JCP,2,0,0,907,59,3,3,12307,0,0,0
2012,hyogo,11,0,"HAKUHATSU, MIDORI",JCP,2,0,0,6,37,4,4,12304,385201,5408,1359616
1996,hiroshima,1,0,"MATSUSAKA, CHIKO",SDP,9,0,0,804,37,7,3,12301,298892,5001,4710156
2000,mie,2,0,"MAEGAKI, TADASHI",JCP,2,0,0,603,51,3,3,12291,307476,6406,2509037
2003,kagawa,1,2,"KATO, SHIGEAKI",SDP,9,1,0,706,56,5,3,12280,301266,5503,3536545
2003,yamagata,1,0,"SAITO, SHOSUKE",SDP,9,0,0,601,64,4,3,12266,304436,6702,8868492
