year,ku,kun,status,name,party,party_code,previous,wl,voteshare,age,nocand,rank,vote,eligible,turnout,exp
1996,tokyo,3,0,"MATSUBARA, JIN",NFP,8,0,0,2908,40,5,2,67653,424263,5505,10856418
2014,chiba,4,0,"KIMURA, TETSUYA",LDP,1,0,0,2903,45,4,2,67600,0,0,0
2000,osaka,14,1,"YAMAMOTO, TAKASHI",DPJ,3,2,0,2909,50,4,2,67599,423224,5506,8960440
2005,okayama,5,0,"HANASAKI, HIROKI",DPJ,3,0,0,35,39,3,2,67569,291530,6709,7009958
2005,shizuoka,1,1,"MAKINO, SEISHU",DPJ,3,3,0,2608,60,4,3,67560,382322,67,10014405
2003,gifu,5,0,"TAKEDA, NORIO",DPJ,3,0,0,35,38,3,2,67546,287779,6806,10555726
2005,okinawa,1,1,SHIRAHO TAIICHI,CGP,5,3,0,4008,63,4,2,67540,250505,6702,13710678
2005,shiga,2,1,"TAJIMA, ISSEI",DPJ,3,2,1,3805,43,4,1,67481,259573,6804,7887394
2014,nara,1,1,"KOBAYASHI, SHIGEKI",LDP,1,1,0,4102,50,3,2,67473,0,0,0
2017,gunma,3,0,"HASEGAWA, KAICHI",CDP,40,0,2,4407,64,2,2,67456,0,0,0
2012,kanagawa,9,1,"RYU, HIROFUMI",DPJ,3,4,1,3608,47,4,1,67448,303887,6201,4457838
2003,shizuoka,1,1,"KAMIKAWA, YOKO",LDP,1,2,2,3002,50,5,2,67437,379980,6004,10567690
2017,yamanashi,2,0,"NAGASAKI, KOTARO",independent,99,3,0,38036,49,5,2,67434,0,0,0
1996,iwate,1,0,"TATSUSO, TAKUYA",NFP,8,1,1,4006,32,6,1,67420,256637,6506,10563845
2009,kagoshima,5,0,"AMIYA, SHINSUKE",DPJ,3,0,2,3706,51,3,2,67403,250755,7204,8312090
2014,kagoshima,1,1,"YASUOKA, OKIHARU",LDP,1,12,1,4401,75,4,1,67376,0,0,0
2009,ibaragi,7,0,"YANAGITA, KAZUMI",DPJ,3,1,2,3105,59,4,2,67331,314798,6904,6782593
1996,hyogo,9,1,"HARA, KENZABURO",LDP,1,20,2,3404,89,4,2,67329,351403,5703,15082624
2000,kochi,2,1,"NAKATANI, GEN",LDP,1,4,1,5308,42,3,1,67312,227432,58,6840073
2005,tokyo,17,2,"NISHIKOORI, ATSUSHI",DPJ,3,0,0,2603,60,3,2,67300,430522,6307,7180339
2012,shiga,1,0,"OOKA, TOSHITAKA",LDP,1,1,1,3409,40,5,1,67259,314309,6207,5771600
2000,aichi,14,1,"ASANO, KATSUHITO",LDP,1,3,1,3708,62,6,1,67256,259702,6909,14131076
1996,hokkaido,11,0,"IKEMOTO, RYUJI",DPJ,3,0,0,37,49,3,2,67250,278439,6703,15578277
2003,mie,3,0,"HIRATA, KOICHI",LDP,1,1,2,3106,55,3,2,67247,322253,6701,6689729
2012,aichi,5,0,"KANDA, KENJI",LDP,1,1,1,32,49,5,1,67218,413966,5207,5882919
2017,nagano,2,0,"MUTAI, SHUNSUKE",LDP,1,2,2,30043,61,4,2,67210,0,0,0
2012,shiga,2,2,"UENO, KENICHIRO",LDP,1,2,1,4303,47,4,1,67182,263307,6001,9114435
2005,nagasaki,4,2,"MIYAJIMA, DAISUKE",DPJ,3,0,0,35,42,3,2,67088,286413,6804,7043182
2003,gunma,3,0,"NAGANUMA, HIROMU",DPJ,3,0,0,4003,53,3,2,67087,295372,5801,13980367
2012,aichi,2,0,"TOGO, TETSUYA",LDP,1,1,2,3109,41,4,2,67086,383295,5608,7048547
2017,kanagawa,5,0,"YOSHIOKA, KENJI",POH,39,0,0,28084,39,3,2,67085,0,0,0
1996,gifu,4,0,"TAKAI, KAZUNOBU",NFP,8,0,0,2905,55,3,2,67082,337046,6906,9393601
2017,fukushima,4,1,"OGUMA, SHINJI",POH,39,2,2,43086,49,4,2,67073,0,0,0
2017,tokyo,13,0,"KITAJO, TOMOHIKO",CDP,40,0,0,30068,34,3,2,67070,0,0,0
2014,osaka,8,1,"OTSUKA, TAKASHI",LDP,1,3,1,4006,50,5,1,67055,0,0,0
2017,osaka,8,1,"OTSUKA, TAKASHI",LDP,1,3,1,3903,53,4,1,67054,0,0,0
1996,chiba,5,1,"TANAKA, KOC",DPJ,3,2,1,3202,39,6,1,67032,408113,5201,0
2017,kanagawa,4,0,"WASEDA, YUKI",CDP,40,0,1,34076,58,4,1,67020,0,0,0
2000,nagano,3,0,"IWASAKI, TADAOA",LDP,1,1,2,2501,57,4,2,67002,396292,69,6146068
2000,shiga,1,1,"MEKATA, MAKOTO",LDP,1,1,0,3706,58,4,2,67001,281929,6405,13055638
2005,saga,2,1,"IMAMURA, MASAHIRO",independent,99,4,1,4201,58,4,1,66995,227944,7105,11289710
2009,shiga,2,1,"FUJII, YUJI",LDP,1,1,0,3702,59,3,2,66959,262896,6907,11733852
2014,ehime,4,1,"YAMAMOTO, KOICHI",LDP,1,8,1,4701,67,4,1,66954,0,0,0
2014,kanagawa,10,2,"JOJIMA, KORIKI",DPJ,3,1,0,3005,67,3,2,66897,0,0,0
1996,gifu,1,1,"MATSUDA, IWAO",NFP,8,3,0,3501,59,4,2,66892,318602,6008,21500278
1996,aichi,1,1,"KAWAMURA, TAKASHI",NFP,8,2,1,40,47,7,1,66876,346774,4902,9828097
2009,yamanashi,2,0,"SAKAGUCHI, TAKEHIRO",DPJ,3,1,1,3706,38,4,1,66868,234746,7701,7099469
2005,gifu,2,0,"OISHI, RINA",DPJ,3,0,0,3105,28,3,2,66823,312501,6809,9613388
2000,hyogo,2,0,"HIRAMATSU, JUNKO",JCP,2,0,0,3602,50,3,2,66820,350787,5704,3699760
1996,fukuoka,11,1,"YAMAMOTO, KOZO",NFP,8,2,1,3806,48,4,1,66798,273666,6406,19068294
1996,fukuoka,3,0,"NARAZAKI, KINYA",NFP,8,0,0,3608,53,4,2,66788,335092,5602,4729914
2017,osaka,7,0,"OKUSHITA, TAKEMITSU",NIK,41,0,0,35039,42,3,2,66780,0,0,0
2014,shizuoka,4,2,"TAMURA, KENJI",DPJ,3,3,0,3805,46,3,2,66771,0,0,0
2017,osaka,19,1,"MARUYAMA, HODAKA",NIK,41,2,1,46068,33,3,1,66712,0,0,0
2000,osaka,5,0,"INAMI, TETSUO",DPJ,3,0,0,3105,51,4,2,66679,397400,5502,12862333
2014,osaka,16,1,"KITAGAWA, KAZUO",CGP,5,8,1,4302,61,4,1,66673,0,0,0
2003,yamaguchi,1,0,"OIZUMI, HIROKO",DPJ,3,0,0,3008,53,3,2,66672,356394,62,7820925
2000,kyoto,3,1,"OKUYAMA, SHIGEHIKO",LDP,1,2,1,3605,57,4,1,66576,339491,5504,18738260
2000,toyama,1,1,"NAGASE, JINEN",LDP,1,4,1,4209,56,5,1,66576,259736,61,18448668
2012,niigata,6,1,"TSUTSUI, NOBUTAKA",DPJ,3,5,0,3702,68,3,2,66564,292581,6304,2210200
2017,aichi,10,0,"YASUI, MISAKO",POH,39,0,0,29045,52,4,2,66560,0,0,0
2014,hiroshima,3,2,"HASHIMOTO, HIROAKI",DPJ,3,1,0,3905,44,3,2,66549,0,0,0
2000,hyogo,3,1,"DOI, RYUICHI",DPJ,3,3,1,3605,61,5,1,66547,320218,5807,11483296
2017,osaka,6,1,"MURAKAMI, FUMIYOSHI",CDP,40,2,2,39,65,2,2,66536,0,0,0
2017,okinawa,3,0,"HIGA, NATSUMI",LDP,1,2,0,4003,59,3,2,66527,0,0,0
2000,nagasaki,4,0,"KITAMURA, SEIGO",independent,99,1,1,3506,53,5,1,66515,286201,6704,7126734
2017,osaka,1,0,"INOUE, HIDETAKA",NIK,41,2,2,36091,45,5,2,66506,0,0,0
2005,nagano,4,1,"HORIGOME, IKUO",DPJ,3,5,0,3706,63,3,2,66503,251779,7201,12946878
2012,niigata,4,1,"KIKUTA, MAKIKO",DPJ,3,4,2,3502,43,4,2,66457,318807,6008,8342224
2003,saga,1,0,"FUKUOKA, TAKAMARO",LDP,1,0,0,4403,30,4,2,66446,230301,6601,11267664
1996,wakayama,1,2,"NAKANISHI, KEISUKE",NFP,8,7,1,3509,55,5,1,66428,313750,6006,13565099
1996,okinawa,2,1,"NAKAMURA, SEIJI",NFP,8,4,1,4103,65,5,1,66421,302650,5406,13360589
2003,tokyo,14,1,"MATSUSHIMA, MIDORI",LDP,1,2,1,3403,47,4,1,66417,336820,5808,8409722
2000,fukui,3,1,"TSUJI, KAZUHIKO",DPJ,3,5,0,4207,75,3,2,66398,214658,74,11649055
2014,akita,1,1,"TOGASHI, HIROYUKI",LDP,1,2,1,47,59,4,1,66388,0,0,0
2000,chiba,1,1,"KITAMURA, TETSUO",DPJ,3,1,0,3209,62,4,2,66378,358426,5803,8973129
1996,fukuoka,5,0,"KUSUDA, MIKITO",NFP,8,0,0,3306,55,4,2,66353,349044,5805,0
1996,kanagawa,8,1,"NAKADA, HIROSHI",NFP,8,2,1,3509,32,6,1,66313,337882,5508,6972596
2000,osaka,6,0,"YANAGASE, TADASHI",JCP,2,0,0,3401,68,3,2,66268,392258,5307,4604270
2014,tokyo,5,2,"TEZUKA, YOSHIO",DPJ,3,3,0,2507,48,5,2,66255,0,0,0
2003,ishikawa,3,1,"KUWABARA, YUTAKA",DPJ,3,2,0,3704,58,3,2,66240,278157,6502,7773120
2014,kyoto,2,1,"MAEHARA, SEIJI",DPJ,3,8,1,5004,52,3,1,66227,0,0,0
2005,nara,1,0,"KAGITA, CHUBE",LDP,1,1,2,3307,48,4,2,66215,295882,6805,8733384
2014,aichi,4,1,"KUDO, SHOZO",LDP,1,2,1,3806,50,4,1,66213,0,0,0
2012,tokyo,22,1,"YAMAHANA, IKUO",DPJ,3,3,0,23,45,6,2,66210,462725,6404,10879386
2003,okayama,4,0,"YUNOKI, MICHIYOSHI",DPJ,3,0,0,3507,31,3,2,66199,353956,5403,6796114
2012,kumamoto,1,1,"MATSUNO, YORIHISA",NIK,11,5,2,3206,52,5,2,66195,370689,57,10267451
1996,osaka,4,1,"NAKAYAMA, MASAAKI",LDP,1,10,2,3308,64,4,2,66127,370891,5404,19945284
2017,saitama,10,0,"SAKAMOTO, YUNOSUKE",POH,39,2,0,37013,62,3,2,66106,0,0,0
2012,ibaraki,1,1,"FUKUSHIMA, NOBUYUKI",DPJ,3,1,0,29,42,5,2,66076,406694,5706,0
1996,niigata,3,2,"IWAMURA, UICHIRO",independent,99,1,0,2909,69,4,2,66067,322841,71,20509076
2017,kanagawa,18,2,"MIMURA, KAZUYA",POH,39,1,0,30036,42,3,2,66057,0,0,0
2014,aomori,1,1,"TSUSHIMA, JUN",LDP,1,2,1,4501,48,3,1,66041,0,0,0
2014,aichi,6,2,"MORIMOTO, KAZUYOSHI",DPJ,3,1,0,3201,48,3,2,66037,0,0,0
2005,tokyo,25,1,"SHIMADA, HISASHI",DPJ,3,1,0,33,70,3,2,66008,316984,6404,8757729
2005,fukushima,3,1,"HASUMI, SUSUMU",LDP,1,4,0,3104,72,2,2,65996,299163,7203,18987554
2000,ibaragi,5,1,"OHATA, AKIHIRO",DPJ,3,4,1,4507,52,4,1,65995,235371,6204,13557827
2012,saitama,12,0,"NONAKA, ATSUSHI",LDP,1,1,1,32,36,6,1,65989,373491,57,14889452
1996,hokkaido,7,1,"KANETA, EIKO",LDP,1,2,1,3404,53,4,1,65955,274610,7105,15535872
1996,hiroshima,3,0,"KAWAI, KATSUYUKI",LDP,1,1,1,3803,33,5,1,65928,316107,5507,11512211
2014,nagasaki,2,0,"OOKUBO, YUKISHIGE",DPJ,3,0,0,4003,48,3,2,65924,0,0,0
2005,kumamoto,5,0,"GOTO, HIDETOMO",DPJ,3,0,0,3804,38,2,2,65914,252866,6906,5059688
1996,kanagawa,2,1,"UEDA, AKIHIRO",NFP,8,1,0,3002,45,6,2,65905,393677,57,11732997
2000,tochigi,4,2,"YAMAOKA, KENJI",LP,18,2,2,2709,57,4,2,65860,381796,6304,10622863
2014,okinawa,4,1,"NISHIME, KOUSABURO",LDP,1,4,2,48,60,2,2,65838,0,0,0
2000,fukuoka,11,0,"TAKEDA, RYOTA",LDP,1,0,0,3409,32,5,2,65838,276729,6909,3620822
2012,kanagawa,14,1,"HONMURA, KENTAOU",DPJ,3,1,0,26,42,6,2,65832,437769,5904,2438323
2014,kagawa,1,1,"OGAWA, JUNYA",DPJ,3,4,2,44,43,3,2,65810,0,0,0
2014,tokyo,9,2,"KIUCHI, TAKATANE",ishin-to,15,2,2,2704,48,3,2,65809,0,0,0
2014,chiba,10,2,"YATAGAWA, HAJIME",DPJ,3,1,0,3701,51,3,2,65809,0,0,0
2000,hiroshima,3,1,"KAWAI, KATSUYUKI",LDP,1,2,0,33,37,4,2,65805,333202,6103,23737472
2017,osaka,16,1,"MORIYAMA, HIROYUKI",CDP,40,1,2,45096,46,2,2,65780,0,0,0
2012,tokyo,5,1,"TEZUKA, YOSHIO",DPJ,3,3,0,2305,46,7,2,65778,456028,6303,4221804
2012,ehime,4,1,"YAMAMOTO, KOICHI",LDP,1,7,1,4301,65,4,1,65744,233815,6603,6670657
1996,nara,2,0,"TAKI, MAKOTO",LDP,1,1,1,4103,58,5,1,65679,284130,5706,20832062
2014,ibaraki,7,1,"NAGAOKA, KEIKO",LDP,1,4,2,38,61,3,2,65638,0,0,0
2000,iwate,1,1,"TAMAZAWA, TOKUICHIRO",LDP,1,7,0,3707,62,5,2,65597,266040,6602,9687444
2017,okinawa,4,0,"NAKAZATO, TOSHINOBU",independent,99,1,0,46013,80,3,2,65579,0,0,0
2009,ehime,4,0,"TAKAHASHI, HIDEYUKI",DPJ,3,1,2,3505,37,4,2,65578,243418,77,5299680
2003,nara,1,1,"TAKAICHI, SANAE",LDP,1,3,0,3907,42,3,2,65538,295358,5804,14854539
2014,hiroshima,6,1,"KOJIMA, TOSHIFUMI",LDP,1,2,2,3801,64,3,2,65494,0,0,0
2017,kyoto,2,0,"MAEHARA, SEIJI",independent,99,8,1,48071,55,3,1,65480,0,0,0
2000,osaka,9,1,"NISHIDA, TAKESHI",CP,30,1,0,29,44,6,2,65469,414592,5605,12433341
2000,wakayama,1,1,"NAKANISHI, KEISUKE",CP,30,7,0,3507,59,3,2,65468,315298,6007,15102528
2017,tochigi,2,1,"NISHIKAWA, KOYA",LDP,1,6,0,46059,74,2,2,65445,0,0,0
2017,osaka,17,1,"BABA, NOBUYUKI",NIK,41,2,1,43053,52,3,1,65427,0,0,0
2005,yamanashi,1,0,"AKAIKE, MASAAKI",LDP,1,0,2,4402,44,3,2,65426,221151,6803,10490598
2012,aichi,5,1,"AKAMATSU, HIROTAKA",DPJ,3,7,2,3101,64,5,2,65423,413966,5207,10506697
2012,osaka,10,1,"TSUJIMOTO, KIYOMI",DPJ,3,5,2,3303,52,4,2,65411,315392,6308,11470818
1996,nagano,1,1,"WAKABAYASHI, MASATOSHI",LDP,1,3,0,2301,62,4,3,65403,416192,6906,23787262
2014,fukuoka,3,2,"FUJITA, KAZUE",DPJ,3,2,0,3209,65,3,2,65395,0,0,0
2005,hyogo,1,1,"ISHII, HAJIME",DPJ,3,11,0,2903,71,6,2,65386,356347,64,7434463
2003,hyogo,9,1,"MIYAMOTO, ICHIZO",LDP,1,3,0,3008,72,4,2,65374,361358,6001,21405582
1996,tokyo,7,1,"KASUYA, SHIGERU",LDP,1,9,1,3002,70,5,1,65332,406954,5403,17690547
2017,shimane,1,1,"KAMEI, AKIKO",CDP,40,0,2,4006,52,2,2,65285,0,0,0
2017,chiba,6,2,"UBUKATA, YUKIO",CDP,40,5,2,37021,69,4,2,65281,0,0,0
2000,fukuoka,8,1,"IWATA, JUNSUKE",DPJ,3,3,0,2701,62,5,2,65280,376554,6606,9953537
2003,tokyo,17,2,"NISHIKOORI, ATSUSHI",DPJ,3,1,0,2803,58,3,2,65269,427432,5704,5933639
2005,ibaragi,2,0,"KOBAYASHI, MAKOTO",DPJ,3,0,0,3005,27,3,2,65268,356802,6105,4611682
2017,chiba,10,2,"YATAGAWA, HAJIME",POH,39,1,0,39021,54,3,2,65256,0,0,0
2012,Okinawa,1,0,"KUNIBA, KONOSUKE",LDP,1,1,1,4301,39,4,1,65233,261120,5902,12156614
1996,hyogo,4,0,"KONISHI, SHUNICHI",LDP,1,0,0,2901,48,4,2,65224,386834,5904,12444923
2009,tochigi,2,1,"NISHIKAWA, KOYA",LDP,1,4,0,3507,66,3,2,65222,360278,6601,7276946
1996,tokyo,13,0,"KONDO, NOBUYOSHI",LDP,1,0,0,3203,66,4,2,65191,391376,5207,13214124
2005,iwate,1,0,"OIKAWA, ATSUSHI",LDP,1,0,0,3504,38,4,2,65187,273565,6709,10286523
2000,nagasaki,1,1,"KURANARI, MASAKAZU",LDP,1,1,0,2807,48,5,2,65183,357351,6408,24254298
2003,osaka,13,0,"OKAMOTO, JUNICHIRO",DPJ,3,0,0,3303,32,3,2,65164,401404,5003,8180235
2012,osaka,19,0,"MARUYAMA, HODAKA",NIK,11,1,1,3804,28,5,1,65158,305845,5702,3807457
2005,fukuoka,10,1,"JIMI, SHOZABURO",independent,99,7,0,2506,59,5,2,65129,413118,6301,18981238
2000,tokyo,11,1,"SHIBUTANI, OSAMU",DPJ,3,2,0,2702,49,4,2,65109,414218,5903,9664423
2014,saitama,10,1,"SAKAMOTO, YUNOSUKE",ishin-to,15,2,2,3609,59,3,2,65104,0,0,0
2014,shiga,2,1,"UENO, KENICHIROU",LDP,1,3,1,4808,49,3,1,65102,0,0,0
1996,nagasaki,3,1,"YAMADA, MASAHIKO",NFP,8,1,0,4206,54,3,2,65084,212021,7403,4257349
2009,osaka,17,1,"OKASHITA, NOBUKO",LDP,1,2,0,3107,70,4,2,65054,332106,66,11744645
2003,shiga,2,1,"KONISHI, OSAMU",LDP,1,2,2,4109,45,4,2,65033,257467,6101,9303583
1996,fukui,2,1,"YAMAMOTO, TAKU",NFP,8,2,0,43,44,3,2,65024,211335,7208,8969965
1996,nagano,4,0,"GOTO, SHIGEYUKI",NFP,8,0,0,3807,40,3,2,65009,245579,7006,20053217
2000,kanagawa,9,0,"OGAWA, EIICHI",LDP,1,0,0,2709,56,4,2,64981,409858,5805,7556382
2000,aichi,5,1,"KIMURA, TAKAHIDE",LDP,1,2,2,3708,44,4,2,64970,322895,5405,5010069
2003,aichi,1,1,"TANIDA, TAKEHIKO",LDP,1,1,0,3601,59,3,2,64968,355527,52,6561896
1996,tokyo,16,0,"SATO, NAOKO",NFP,8,0,0,3206,41,4,2,64942,396286,5106,8868844
2014,ishikawa,3,2,"KONDO, KAZUYA",DPJ,3,1,0,4501,41,3,2,64940,0,0,0
2014,ehime,3,1,"SHIRAISHI, TORU",LDP,1,2,1,5107,58,3,1,64929,0,0,0
2000,tokyo,12,1,"FUJITA, YUKIHISA",DPJ,3,1,0,2903,50,4,2,64913,381926,6006,0
2017,hiroshima,4,1,"SHINTANI, MASAYOSHI",LDP,1,2,1,43064,42,6,1,64911,0,0,0
1996,hyogo,11,0,"TOIDA, TORU",LDP,1,1,1,3208,44,5,1,64896,360286,5509,6366376
2003,kanagawa,18,1,"HIDAKA, TAKESHI",DPJ,3,2,1,38,37,7,1,64879,316614,5507,6285963
2005,ehime,2,0,"SAITO, MASAMITSU",DPJ,3,0,0,3303,36,3,2,64874,300221,6608,8721967
2012,tokyo,19,2,"YAMADA, HIROSHI",NIK,11,2,2,22,54,5,3,64857,466796,6502,5902203
2017,saitama,2,0,"SUGA, KATSUMI",POH,39,0,0,30089,51,3,2,64783,0,0,0
2009,kochi,3,0,"NAKAYAMA, TOMOI",DPJ,3,0,0,43,31,4,2,64777,211750,7206,0
1996,tokushima,3,1,"IWASA, YOSHIHITO",NFP,8,2,1,4706,41,3,1,64762,207108,6703,12721890
2014,miyagi,5,1,"AZUMI, JUN",DPJ,3,6,1,5905,52,3,1,64753,0,0,0
2000,aichi,14,0,"SUZUKI, KATSUMASA",independent,99,0,0,3604,56,6,2,64736,259702,6909,7564435
2017,tokyo,9,0,"TAKAMATSU, SATOSHI",POH,39,0,0,26003,43,4,2,64731,0,0,0
1996,tokyo,24,1,"TAKAGI, YOSUKE",NFP,8,1,0,2903,36,4,2,64730,385171,5807,12849097
2003,kyoto,3,1,"OKUYAMA, SHIGEHIKO",LDP,1,2,0,36,61,3,2,64726,342583,5307,13572632
2014,chiba,13,1,"WAKAI, YASUHIKO",DPJ,3,3,0,3402,68,3,2,64725,0,0,0
1996,hiroshima,1,1,"KISHIDA, FUMIO",LDP,1,2,1,4401,39,7,1,64709,298892,5001,16816791
2012,tokyo,2,1,"NAKAYAMA, YOSHIKATSU",DPJ,3,4,0,2407,67,6,2,64676,423177,65,6236327
1996,nara,3,1,"MORIMOTO, KOJI",NFP,8,4,0,3705,54,4,2,64671,271255,6503,14963231
2000,hyogo,9,0,"NISHIMURA, YASUTOSHI",independent,99,0,0,3006,37,5,2,64630,360896,6001,3644212
2017,shiga,4,0,"TOKUNAGA, HISASHI",POH,39,0,0,38055,54,3,2,64617,0,0,0
2012,hokkaido,3,1,"ARAI, SATOSHI",DPJ,3,5,2,27,66,5,2,64599,449087,5501,11760568
2003,niigata,6,0,"TAKATORI, SHUICHI",LDP,1,0,0,2903,43,4,2,64582,305432,7305,8503875
1996,osaka,11,0,"OGAWA, MASUMI",LDP,1,0,0,3202,52,3,2,64535,364038,5703,6961855
2014,kanagawa,9,1,"RYU, HIROFUMI",DPJ,3,5,1,3709,49,4,1,64534,0,0,0
2017,osaka,12,0,"FUJITA, FUMITAKE",NIK,41,0,0,40058,36,3,2,64530,0,0,0
2012,hyogo,11,0,"ZUSHI, NOBUHIDE",LDP,1,0,0,3106,42,4,2,64509,385201,5408,5551271
1996,aichi,15,0,"KIMATA, YOSHITAKE",NFP,8,0,0,39,31,5,2,64486,315533,5403,9416599
2014,aichi,15,0,"SEKI, KENICHIRO",DPJ,3,0,0,3409,36,3,2,64480,0,0,0
2003,chiba,5,0,"SONOURA, KENTARO",LDP,1,0,0,3207,31,4,2,64393,391361,5108,6438445
2009,aichi,4,1,"FUJINO, MAKIKO",LDP,1,1,0,2805,59,4,2,64367,373755,6107,10593143
2009,aomori,2,0,"NAKANOWATARI, NORIKO",DPJ,3,1,2,4001,38,4,2,64334,242488,6703,8595598
2003,osaka,1,0,"KUMADA, ATSUSHI",DPJ,3,0,0,3604,32,3,2,64320,351841,5109,5761768
2005,yamaguchi,1,0,"KITAZUMI, YOSHIYUKI",DPJ,3,0,0,2706,42,3,2,64309,358225,6701,5800151
2012,okayama,4,1,"YUNOKI, MICHIYOSHI",DPJ,3,2,2,3207,40,4,2,64293,367067,5404,12009433
2012,nagano,2,1,"SHIMOJO, MITSU",DPJ,3,3,0,2703,56,5,2,64278,386742,6208,7653799
2000,tokyo,10,2,"SAMEJIMA, MUNEAKI",DPJ,3,2,2,3409,56,4,2,64272,324906,5807,7132158
2000,osaka,18,0,"KITA, MAKOTO",DPJ,3,0,0,2905,27,4,2,64259,408506,5504,7213348
2009,okayama,2,1,"HAGIWARA, SEIJI",LDP,1,1,0,3302,53,5,2,64249,288735,6806,10657986
2003,shiga,3,0,"MIKAZUKI, DAIZO",DPJ,3,1,1,48,32,4,1,64225,224591,6005,9647836
2000,aomori,3,0,"TANABU, MASAYO",DPJ,3,0,0,3808,30,3,2,64203,263867,6307,13430589
1996,tottori,2,0,"YAMAUCHI, OSAMU",NFP,8,0,0,4301,42,3,2,64199,223833,6904,7573925
2017,okinawa,2,1,"MIYAZAKI, MASAHISA",LDP,1,2,0,41006,52,2,2,64193,0,0,0
2000,chiba,3,1,"OKAJIMA, MASAYUKI",CP,30,4,0,2603,69,5,2,64182,414880,6005,17895150
2009,ibaragi,7,1,"NAGAOKA, KEIKO",LDP,1,2,2,3001,55,4,3,64180,314798,6904,12048435
2017,aomori,1,1,"MASUTA, SEKIO",POH,39,1,0,34016,60,3,2,64173,0,0,0
2012,kagoshima,3,1,"MIYAJI, KAZUAKI",LDP,1,8,2,4103,72,5,2,64169,258665,6008,7541266
2000,osaka,16,1,"KITAGAWA, KAZUO",CGP,5,4,1,3901,47,3,1,64150,311204,5506,11576237
2005,tottori,2,0,"AKAZAWA, RYOSEI",LDP,1,0,1,3704,44,4,1,64132,231663,7501,13419101
2003,miyagi,5,0,SAITO MASAMIB,LDP,1,0,0,4405,48,3,2,64122,232148,63,8517855
2017,fukui,1,0,"SUZUKI, KOJI",POH,39,0,0,31042,43,3,2,64086,0,0,0
2000,tokyo,14,0,"INOUE, KAZUO",DPJ,3,1,2,35,48,5,2,64064,323984,5904,10306816
2009,kanagawa,4,1,"HAYASHI, JUN",LDP,1,1,0,2703,36,5,3,64006,331102,7202,17772967
2003,shiga,1,0,UENO KENICHIRO,LDP,1,0,0,3702,38,3,2,64002,294287,5907,14468492
1996,tokyo,22,1,"YAMAHANA, SADAO",DPJ,3,8,2,2701,60,6,2,63974,436597,5503,11865657
2012,tokyo,23,1,"KUSHIBUCHI, MARI",DPJ,3,1,0,2201,45,6,2,63969,463214,6403,3919821
2000,hokkaido,2,0,"ISHIDA, YUKIKO",DPJ,3,0,0,2601,50,6,2,63965,407658,6105,10931973
2012,aichi,4,0,"KUDO, SHOZO",LDP,1,1,1,34,48,5,1,63932,371031,5203,7269547
2012,shizuoka,3,0,"SUZUKI, NOZOMU",NIK,11,1,2,2703,63,4,2,63931,372305,6408,3678605
2003,osaka,16,0,"TARUI, YOSHIKAZU",DPJ,3,1,2,3904,36,3,2,63867,309307,5404,6664596
2014,hyogo,7,1,"HATANAKA, MITSUNARI",ishin-to,15,1,0,2603,42,5,2,63856,0,0,0
1996,saitama,3,1,"IMAI, HIROSHI",NFP,8,2,1,3104,55,5,1,63841,402422,5105,14597042
2005,yamanashi,2,1,"HORIUCHI, MITSUO",independent,99,10,1,38,75,4,1,63758,237259,72,12903188
1996,tokyo,17,1,"YAMAGUCHI, NATSUO",NFP,8,2,0,2904,44,6,2,63732,417564,5306,16786866
2000,nara,2,0,"NAKAMURA, TETSUJI",DPJ,3,1,2,38,28,4,2,63707,294417,5901,7478840
2014,tokyo,23,2,"KUSHIBUCHI, MARI",DPJ,3,1,0,25,47,4,2,63706,0,0,0
2012,iwate,2,1,"HATAHIRO, KOJI",mirai,12,2,2,3703,49,3,2,63695,292204,6001,10848259
1996,hyogo,2,1,"AKABA, KAZUYOSHI",NFP,8,1,1,3402,38,5,1,63676,351513,5405,11584215
1996,aomori,2,0,"ETO, AKINORI",LDP,1,0,1,4109,41,5,1,63672,240394,6405,15793907
1996,tokyo,1,1,"KAIEDA, BANRI",DPJ,3,2,2,3004,47,4,2,63661,384569,56,16045830
2005,yamanashi,3,1,"HOSAKA, TAKESHI",independent,99,3,1,36,60,3,1,63659,247023,7303,11069535
2009,yamanashi,3,1,"ONO, JIRO",LDP,1,1,0,3503,56,3,2,63611,248102,7407,12876644
2014,nagano,2,2,"SHIMOJO, MITSU",DPJ,3,3,0,3101,58,4,2,63558,0,0,0
2014,osaka,3,0,"WATANABE, YUI",JCP,2,0,0,4208,33,2,2,63529,0,0,0
1996,hokkaido,2,0,"YOSHIKAWA, TAKAMORI",LDP,1,0,2,2909,46,5,2,63524,388568,57,18840226
1996,saitama,6,0,"CHATANI, SHIGERU",LDP,1,0,0,3206,39,5,2,63505,376464,5305,11954518
2003,kyoto,1,1,"TAMAKI, KAZUYA",DPJ,3,8,2,3201,59,3,2,63487,377322,5309,10317041
2003,okayama,1,0,"KAN, GENTARO",DPJ,3,0,0,3507,31,3,2,63463,334453,5503,4365085
2000,osaka,7,1,"FUJIMURA, OSAMU",DPJ,3,2,1,3401,50,4,1,63455,339052,5606,12642613
1996,oita,3,0,"MAKINO, TETSURO",LDP,1,0,0,4103,49,4,2,63440,221550,7101,17735140
