year,state,status,adunit,murder,dacoity,riots,arson,area,pop,civpol,armpol,totpol
1977,AS,0,Nogaon,39,33,619,,,,,,
1977,AS,0,Sibsagar,79,40,268,,,,,,
1977,AS,0,Dibrugarh,63,14,135,,,,,,
1977,AS,0,Lakhimpur,15,8,166,,,,,,
1977,AS,0,Karbi Anglong,10,21,89,,,,,,
1977,AS,0,NC Hills,1,5,10,,,,,,
1977,AS,0,Cachar,46,15,736,,,,,,
1977,BH,0,Patna,134,119,527,,,,,,
1977,BH,0,Nalanda,91,41,255,,,,,,
1977,BH,0,Gaya,77,94,421,,,,,,
1977,BH,0,Aurangabad,38,45,214,,,,,,
1977,BH,0,Nawada,28,35,88,,,,,,
1977,BH,0,Bhojpur,101,116,249,,,,,,
1977,BH,0,Rohtas,116,165,309,,,,,,
1977,BH,0,Saran,44,39,309,,,,,,
1977,BH,0,Siwan,42,42,242,,,,,,
1977,BH,0,Gopalganj,16,58,167,,,,,,
1977,BH,0,Motihari,38,98,549,,,,,,
1977,BH,0,Bettiah,45,80,271,,,,,,
1977,BH,0,Muzaffarpur,71,91,513,,,,,,
1977,BH,0,Vaishali,29,35,137,,,,,,
1977,BH,0,Sitamarhi,20,73,383,,,,,,
1977,BH,0,Darbhanga,15,30,485,,,,,,
1977,BH,0,Samastipur,14,44,545,,,,,,
1977,BH,0,Madhubani,34,77,582,,,,,,
1977,BH,0,Begusarai,34,59,443,,,,,,
1977,BH,0,Bhagalpur,82,148,648,,,,,,
1977,BH,0,Munger,92,231,783,,,,,,
1977,BH,0,Sahabganj,35,57,181,,,,,,
1977,BH,0,Dumka,52,87,390,,,,,,
1977,BH,0,Saharsa,31,78,572,,,,,,
1977,BH,0,Katihar,25,22,297,,,,,,
1977,BH,0,Purnea,58,189,1006,,,,,,
1977,BH,0,Hazari Bagh,55,104,298,,,,,,
1977,BH,0,Giridih,62,94,231,,,,,,
1977,BH,0,Bokaro and Dhanbad,58,114,441,,,,,,
1977,BH,0,Palamau,93,38,200,,,,,,
1977,BH,0,Ranchi,213,69,269,,,,,,
1977,BH,0,Singhbhum,65,52,161,,,,,,
1977,BH,0,Jamshedpur,40,10,160,,,,,,
1977,BH,0,RP Patna,5,17,1,,,,,,
1977,BH,0,RP Jamshedpur,5,12,15,,,,,,
1977,BH,0,RP Muzaffarpur,1,3,3,,,,,,
1977,BH,0,RP Katihar,4,9,4,,,,,,
1977,DE,0,RP,1,4,2,,,,,,
1977,DE,0,North,45,4,34,,,,,,
1977,DE,0,Central,73,5,52,,,,,,
1977,DE,0,South,34,5,34,,,,,,
1977,DE,0,New Delhi,6,1,14,,,,,,
1977,DE,0,East,26,1,12,,,,,,
1977,GD,0,Goa,14,1,61,,,,,,
1977,GD,0,Daman,2,0,11,,,,,,
1977,GD,0,Diu,0,0,4,,,,,,
1977,GU,0,Ahmedabad Rural,37,11,126,,,,,,
1977,GU,0,Kaira,78,11,134,,,,,,
1977,GU,0,Sabarkantha,23,2,41,,,,,,
1977,GU,0,Banaskantha,45,1,51,,,,,,
1977,GU,0,Mehsana,42,27,194,,,,,,
1977,GU,0,Rajkot City,10,1,25,,,,,,
1977,GU,0,Rajkot Rural,40,3,36,,,,,,
1977,GU,0,Amreli,22,1,20,,,,,,
1977,GU,0,Jamnagar,43,2,14,,,,,,
1977,GU,0,Junagadh,60,4,67,,,,,,
1977,GU,0,Bhavnagar,54,0,55,,,,,,
1977,GU,0,Kutch,26,2,33,,,,,,
1977,GU,0,Surendranagar,28,2,34,,,,,,
1977,GU,0,Vadodara City,15,2,49,,,,,,
1977,GU,0,Vadodara Rural,77,4,17,,,,,,
1977,GU,0,Panchmahal,82,32,66,,,,,,
1977,GU,0,Bharuch,31,2,37,,,,,,
1977,GU,0,Surat City,16,11,56,,,,,,
1977,GU,0,Surat Rural,40,2,28,,,,,,
1977,GU,0,Bulsar,30,2,50,,,,,,
1977,GU,0,Western Railway,5,1,8,,,,,,
1977,HP,0,Mandi,13,0,37,,,,,,
1977,HP,0,Shimla,7,1,51,,,,,,
1977,HP,0,Kangra,11,1,13,,,,,,
1977,HP,0,Solan,2,0,51,,,,,,
1977,HP,0,Sirmaur,6,1,7,,,,,,
1977,HP,0,Chamba,3,0,6,,,,,,
1977,HP,0,Bilaspur,2,0,19,,,,,,
1977,HP,0,Hamirpur,3,0,2,,,,,,
1977,HP,0,Una,4,0,3,,,,,,
1977,HP,0,Kullu,8,3,9,,,,,,
1977,HP,0,Kinnaur,2,0,6,,,,,,
1977,HP,0,Lahaul and Spiti,2,0,3,,,,,,
1977,HP,0,RP,0,0,0,,,,,,
1977,HR,0,Ambala,20,0,14,,,,,,
1977,HR,0,Kurukshetra,19,1,4,,,,,,
1977,HR,0,Karnal,34,5,15,,,,,,
1977,HR,0,Sonepat,18,0,31,,,,,,
1977,HR,0,Rohtak,27,2,15,,,,,,
1977,HR,0,Hissar,26,1,11,,,,,,
1977,HR,0,Bhiwani,15,1,2,,,,,,
1977,HR,0,Gurgaon,31,8,27,,,,,,
1977,HR,0,Narnaul,7,2,0,,,,,,
1977,HR,0,Jind,23,0,1,,,,,,
1977,HR,0,Sirsa,11,1,2,,,,,,
1977,JK,0,Anantnag,6,1,311,,,,,,
1977,JK,0,Baramulla,12,0,353,,,,,,
1977,JK,0,Doda,4,0,85,,,,,,
1977,JK,0,Jammu,26,7,124,,,,,,
1977,JK,0,Kathua,8,0,74,,,,,,
1977,JK,0,Leh,1,0,8,,,,,,
1977,JK,0,Poonch,11,1,115,,,,,,
1977,JK,0,Rajouri,6,0,73,,,,,,
1977,JK,0,Srinagar,13,0,615,,,,,,
1977,JK,0,Udhampur,12,3,34,,,,,,
1977,KE,0,Trivandrum City,11,0,262,,,,,,
1977,KE,0,Trivandrum Rural,23,1,479,,,,,,
1977,KE,0,Quilon,41,0,495,,,,,,
1977,KE,0,Alleppey,27,2,513,,,,,,
1977,KE,0,Kottayam,32,,301,,,,,,
1977,KE,0,Idukki,36,3,190,,,,,,
1977,KE,0,Ernakulam City,15,1,298,,,,,,
1977,KE,0,Ernakulam Rural,18,1,423,,,,,,
1977,KE,0,Trichur,35,0,375,,,,,,
1977,KE,0,Palghat,38,6,276,,,,,,
1977,KE,0,Malappuram,13,1,308,,,,,,
1977,KE,0,Kozhikode,40,4,359,,,,,,
1977,KE,0,Cannanore,46,1,718,,,,,,
1977,KE,0,RP,0,0,8,,,,,,
1977,KE,0,Crime Branch,86,0,5,,,,,,
1977,KR,0,Bangalore City,43,17,480,,,,,,
1977,KR,0,Bangalore,29,10,173,,,,,,
1977,KR,0,Kolar,38,1,185,,,,,,
1977,KR,0,KGF,3,3,36,,,,,,
1977,KR,0,Tumkur,34,1,141,,,,,,
1977,KR,0,Chitradurga,36,4,178,,,,,,
1977,KR,0,Shimoga,23,1,178,,,,,,
1977,KR,0,Mysore,33,2,224,,,,,,
1977,KR,0,Mandya,16,0,127,,,,,,
1977,KR,0,Hassan,24,2,122,,,,,,
1977,KR,0,Chickmagalur,13,7,129,,,,,,
1977,KR,0,Kodagu,20,1,41,,,,,,
1977,KR,0,Dakshina Kannada,42,1,313,,,,,,
1977,KR,0,Belgaum,99,3,128,,,,,,
1977,KR,0,Bijapur,77,26,186,,,,,,
1977,KR,0,Dharwad,73,35,333,,,,,,
1977,KR,0,Uttara Kannada,15,7,112,,,,,,
1977,KR,0,Gulbarga,64,11,274,,,,,,
1977,KR,0,Bidar,29,18,105,,,,,,
1977,KR,0,Raichur,61,7,171,,,,,,
1977,KR,0,Bellary,42,6,169,,,,,,
1977,KR,0,RP,2,1,1,,,,,,
1977,MA,0,Thane,95,27,324,,,,,,
1977,MA,0,Kulaba,38,10,114,,,,,,
1977,MA,0,Ratnagiri,27,2,28,,,,,,
1977,MA,0,Ahmednagar,53,38,91,,,,,,
1977,MA,0,Nasik,70,35,154,,,,,,
1977,MA,0,Dhule,61,28,75,,,,,,
1977,MA,0,Jalgaon,42,11,48,,,,,,
1977,MA,0,Pune Rural,56,44,130,,,,,,
1977,MA,0,Satara,50,24,65,,,,,,
1977,MA,0,Sangli,62,9,51,,,,,,
1977,MA,0,Solapur,90,40,157,,,,,,
1977,MA,0,Kolhapur,47,14,94,,,,,,
1977,MA,0,Aurangabad,48,33,135,,,,,,
1977,MA,0,Parbhani,50,19,50,,,,,,
1977,MA,0,Beed,28,14,64,,,,,,
1977,MA,0,Nanded,49,34,106,,,,,,
1977,MA,0,Osmanabad,6,39,103,,,,,,
1977,MA,0,Buldana,20,4,60,,,,,,
1977,MA,0,Akola,46,12,74,,,,,,
1977,MA,0,Amravati,43,15,70,,,,,,
1977,MA,0,Yevatmal,38,3,64,,,,,,
1977,MA,0,Wardha,26,5,51,,,,,,
1977,MA,0,Nagpur Rural,36,7,34,,,,,,
1977,MA,0,Bhandara,53,5,38,,,,,,
1977,MA,0,Chandrapur,31,4,42,,,,,,
1977,MA,0,RP Pune,14,3,32,,,,,,
1977,MA,0,RP Nagpur,8,2,9,,,,,,
1977,MA,0,Pune City,49,1,132,,,,,,
1977,MA,0,Nagpur City,37,6,86,,,,,,
1977,MG,0,East Khasi Hills,23,2,40,,,,,,
1977,MG,0,West Khasi Hills,5,4,2,,,,,,
1977,MG,0,West/East Garo Hills,16,10,50,,,,,,
1977,MG,0,Jaintia Hills,13,0,6,,,,,,
1977,MN,0,Central,26,2,94,,,,,,
1977,MN,0,West,2,0,11,,,,,,
1977,MN,0,South,7,1,7,,,,,,
1977,MN,0,Tengnoupal,2,1,15,,,,,,
1977,MN,0,East,6,7,19,,,,,,
1977,MN,0,North,4,3,35,,,,,,
1977,MP,0,Gwalior,48,12,188,,,,,,
1977,MP,0,Bhind,50,8,119,,,,,,
1977,MP,0,Murraina,52,12,274,,,,,,
1977,MP,0,Shivpuri,36,17,70,,,,,,
1977,MP,0,Guna,35,25,174,,,,,,
1977,MP,0,Datiya,11,4,29,,,,,,
1977,MP,0,Indore,36,5,225,,,,,,
1977,MP,0,Dhar,47,12,94,,,,,,
1977,MP,0,Jhabua,126,26,23,,,,,,
1977,MP,0,Khargoan,58,15,123,,,,,,
1977,MP,0,Khandawa,33,7,60,,,,,,
1977,MP,0,Ujjain,47,2,104,,,,,,
1977,MP,0,Mandsaur,30,4,127,,,,,,
1977,MP,0,Ratlam,19,0,47,,,,,,
1977,MP,0,Dewas,28,0,92,,,,,,
1977,MP,0,Jabalpur,76,5,171,,,,,,
1977,MP,0,Mandla,19,0,28,,,,,,
1977,MP,0,Chindwada,40,7,54,,,,,,
1977,MP,0,Balaghat,32,2,19,,,,,,
1977,MP,0,Seoni,26,2,23,,,,,,
1977,MP,0,Narsinhpur,30,0,77,,,,,,
1977,MP,0,Sagar,64,23,774,,,,,,
1977,MP,0,Panna,16,2,50,,,,,,
1977,MP,0,Damoh,50,46,61,,,,,,
1977,MP,0,Chatarpur,38,1,66,,,,,,
1977,MP,0,Tikamgarh,18,26,82,,,,,,
1977,MP,0,Raipur,63,7,67,,,,,,
1977,MP,0,Durg,52,2,74,,,,,,
1977,MP,0,Bastar,148,5,70,,,,,,
1977,MP,0,Rajnandgaon,30,3,29,,,,,,
1977,MP,0,Bilaspur,95,6,112,,,,,,
1977,MP,0,Raigarh,35,4,38,,,,,,
1977,MP,0,Sarguja,66,14,74,,,,,,
1977,MP,0,Riva,29,19,117,,,,,,
1977,MP,0,Satna,29,7,55,,,,,,
1977,MP,0,Sidhi,20,5,27,,,,,,
1977,MP,0,Shehdol,31,5,94,,,,,,
1977,MP,0,Sehore,28,14,79,,,,,,
1977,MP,0,Raisen,36,14,91,,,,,,
1977,MP,0,Hoshangabad,25,0,133,,,,,,
1977,MP,0,Betul,37,7,34,,,,,,
1977,MP,0,Vidisha,36,16,104,,,,,,
1977,MP,0,Shajapur,18,1,117,,,,,,
1977,MP,0,Rajgarh,26,5,84,,,,,,
1977,MP,0,Bhopal,44,0,105,,,,,,
1977,MP,0,RP Jabalpur,4,3,4,,,,,,
1977,MP,0,RP Raipur,6,0,14,,,,,,
1977,MP,0,RP Indore,0,1,17,,,,,,
1977,MZ,0,Aizawl,12,2,5,,,,,,
1977,MZ,0,Lunglei,5,3,1,,,,,,
1977,MZ,0,Chimtuipui,5,0,1,,,,,,
1977,NG,0,Kohima,8,3,21,,,,,,
1977,NG,0,Mokokchung,4,3,17,,,,,,
1977,NG,0,Tuensang,3,0,0,,,,,,
1977,NG,0,Mon,2,0,0,,,,,,
1977,OR,0,Balasore,22,18,153,,,,,,
1977,OR,0,Cuttack,35,23,429,,,,,,
1977,OR,0,Ganjam,45,11,209,,,,,,
1977,OR,0,Koraput,64,16,79,,,,,,
1977,OR,0,Puri,26,10,224,,,,,,
1977,OR,0,Sambalpur,34,16,106,,,,,,
1977,OR,0,Dhenkanal,17,7,59,,,,,,
1977,OR,0,Sundergarh,27,17,30,,,,,,
1977,OR,0,Balangir,17,9,82,,,,,,
1977,OR,0,Keonjhar,26,1,3,,,,,,
1977,OR,0,Phulbani,13,9,41,,,,,,
1977,OR,0,Mayurbhanj,27,21,56,,,,,,
1977,OR,0,Kalahandi,25,14,51,,,,,,
1977,OR,0,Rourkela,10,7,56,,,,,,
1977,OR,0,RP,4,2,19,,,,,,
1977,OR,0,Bhubaneswar,9,8,56,,,,,,
1977,PJ,0,Amritsar,119,1,3,,,,,,
1977,PJ,0,Jalandhar,59,0,0,,,,,,
1977,PJ,0,Gurdaspur,41,0,3,,,,,,
1977,PJ,0,Hoshiarpur,25,0,0,,,,,,
1977,PJ,0,Kapurthala,14,0,0,,,,,,
1977,PJ,0,Patiala,43,1,6,,,,,,
1977,PJ,0,Ludhiana,75,2,8,,,,,,
1977,PJ,0,Sangrur,48,0,9,,,,,,
1977,PJ,0,Ropar,15,0,1,,,,,,
1977,PJ,0,Ferozepore,62,0,5,,,,,,
1977,PJ,0,Bhatinda,64,1,0,,,,,,
1977,PJ,0,Faridkot,59,1,2,,,,,,
1977,RJ,0,Ajmer,22,0,269,,,,,,
1977,RJ,0,Alwar,44,12,407,,,,,,
1977,RJ,0,Bharatpur,58,39,354,,,,,,
1977,RJ,0,Jaipur,57,14,1105,,,,,,
1977,RJ,0,Sawai Madhopur,23,6,509,,,,,,
1977,RJ,0,Bikaner,12,9,181,,,,,,
1977,RJ,0,Churu,18,4,146,,,,,,
1977,RJ,0,Ganganagar,57,4,85,,,,,,
1977,RJ,0,Sikar,17,2,260,,,,,,
1977,RJ,0,Jhunjhunu,19,6,195,,,,,,
1977,RJ,0,Barmer,14,1,90,,,,,,
1977,RJ,0,Jaisalmer,1,3,33,,,,,,
1977,RJ,0,Jalore,23,0,121,,,,,,
1977,RJ,0,Jhodpur,32,3,324,,,,,,
1977,RJ,0,Nagour,30,6,320,,,,,,
1977,RJ,0,Pali,20,0,206,,,,,,
1977,RJ,0,Sirohi,11,0,43,,,,,,
1977,RJ,0,Kota,45,11,568,,,,,,
1977,RJ,0,Bundi,20,4,206,,,,,,
1977,RJ,0,Jhalawar,28,1,177,,,,,,
1977,RJ,0,Tonk,16,0,212,,,,,,
1977,RJ,0,Udaipur,43,6,1008,,,,,,
1977,RJ,0,Banswara,15,0,119,,,,,,
1977,RJ,0,Bhilwara,18,7,565,,,,,,
1977,RJ,0,Chittorgarh,30,2,517,,,,,,
1977,RJ,0,Dungarpur,9,0,112,,,,,,
1977,RJ,0,RP,1,1,6,,,,,,
1977,SK,0,Gangtok,1,1,1,,,,,,
1977,SK,0,Mangan,0,0,0,,,,,,
1977,SK,0,Namchi,2,0,0,,,,,,
1977,SK,0,Gayzing,1,0,0,,,,,,
1977,TN,0,Chingleput East,20,0,505,,,,,,
1977,TN,0,Chingleput West,23,2,405,,,,,,
1977,TN,0,South Arcot,57,4,578,,,,,,
1977,TN,0,Thanjavur East,26,0,353,,,,,,
1977,TN,0,Thanjavur West,32,0,263,,,,,,
1977,TN,0,Tiruchirapalli,67,3,437,,,,,,
1977,TN,0,Pudukkottai,13,2,110,,,,,,
1977,TN,0,Madurai North,44,2,293,,,,,,
1977,TN,0,Madurai South,43,1,230,,,,,,
1977,TN,0,Ramanathapuram East,43,1,163,,,,,,
1977,TN,0,Ramanathapuram West,35,1,201,,,,,,
1977,TN,0,Tirunelveli,84,4,301,,,,,,
1977,TN,0,Kanyakumari,22,0,206,,,,,,
1977,TN,0,Coimbatore City,19,0,216,,,,,,
1977,TN,0,Coimbatore Rural,87,9,403,,,,,,
1977,TN,0,The Nilgiris,13,0,103,,,,,,
1977,TN,0,Salem,79,1,624,,,,,,
1977,TN,0,Dharmapuri,39,0,229,,,,,,
1977,TN,0,North Arcot,65,4,405,,,,,,
1977,TN,0,RP Tiruchirapalli,2,1,103,,,,,,
1977,TR,0,West,23,28,186,,,,,,
1977,TR,0,South,12,11,55,,,,,,
1977,TR,0,North,9,7,68,,,,,,
1977,UP,0,Saharanpur,78,52,303,,,,,,
1977,UP,0,Muzaffarnagar,98,136,244,,,,,,
1977,UP,0,Meerut,118,193,525,,,,,,
1977,UP,0,Bulandshahar,121,171,363,,,,,,
1977,UP,0,Ghaziabad,88,128,316,,,,,,
1977,UP,0,Aligarh,118,218,224,,,,,,
1977,UP,0,Mathura,60,139,272,,,,,,
1977,UP,0,Agra,111,241,443,,,,,,
1977,UP,0,Mainpuri,129,191,243,,,,,,
1977,UP,0,Etah,164,294,304,,,,,,
1977,UP,0,Farrukhabad,163,135,146,,,,,,
1977,UP,0,Etawah,164,294,304,,,,,,
1977,UP,0,Kanpur,196,237,451,,,,,,
1977,UP,0,Fatehpur,153,133,81,,,,,,
1977,UP,0,Allahabad,157,213,210,,,,,,
1977,UP,0,Jhansi,39,40,127,,,,,,
1977,UP,0,Jalaun,58,68,152,,,,,,
1977,UP,0,Hamirpur,127,96,97,,,,,,
1977,UP,0,Banda,101,109,107,,,,,,
1977,UP,0,Lalitpur,14,23,63,,,,,,
1977,UP,0,Varanasi,84,126,370,,,,,,
1977,UP,0,Mirzapur,53,87,208,,,,,,
1977,UP,0,Jaunpur,34,59,222,,,,,,
1977,UP,0,Ghazipur,49,57,158,,,,,,
1977,UP,0,Ballia,40,49,168,,,,,,
1977,UP,0,Gorakhpur,119,209,728,,,,,,
1977,UP,0,Basti,91,123,427,,,,,,
1977,UP,0,Azamgarh,95,133,487,,,,,,
1977,UP,0,Deoria,82,126,372,,,,,,
1977,UP,0,Bareilly,116,67,116,,,,,,
1977,UP,0,Shahjahanpur,113,93,200,,,,,,
1977,UP,0,Budaun,127,120,124,,,,,,
1977,UP,0,Pilibhit,63,22,47,,,,,,
1977,UP,0,Moradabad,206,124,297,,,,,,
1977,UP,0,Rampur,63,34,64,,,,,,
1977,UP,0,Bijnor,59,76,169,,,,,,
1977,UP,0,Nainital,46,25,115,,,,,,
1977,UP,0,Almora,0,0,3,,,,,,
1977,UP,0,Pithorahgarh,0,1,4,,,,,,
1977,UP,0,Dehradun,26,24,84,,,,,,
1977,UP,0,Uttarkashi,1,2,6,,,,,,
1977,UP,0,Chamoli,1,0,1,,,,,,
1977,UP,0,Tehri-Garwhal,0,0,6,,,,,,
1977,UP,0,Pauri-Garhwal,3,2,17,,,,,,
1977,UP,0,Lucknow,145,165,304,,,,,,
1977,UP,0,Unnao,160,198,237,,,,,,
1977,UP,0,Raibareli,53,117,202,,,,,,
1977,UP,0,Sitapur,158,169,232,,,,,,
1977,UP,0,Hardoi,186,182,358,,,,,,
1977,UP,0,Kheri,120,178,175,,,,,,
1977,UP,0,Faizabad,57,130,316,,,,,,
1977,UP,0,Gonda,80,99,391,,,,,,
1977,UP,0,Bahraich,70,162,272,,,,,,
1977,UP,0,Sultanpur,35,85,208,,,,,,
1977,UP,0,Pratapgarh,42,114,189,,,,,,
1977,UP,0,Barabanki,100,199,306,,,,,,
1977,UP,0,RP,26,40,35,,,,,,
1977,WB,0,Bankura,45,32,434,,,,,,
1977,WB,0,Birbhum,28,55,528,,,,,,
1977,WB,0,Burdwan,80,172,998,,,,,,
1977,WB,0,Hooghly,59,121,515,,,,,,
1977,WB,0,Midnapur,79,99,1747,,,,,,
1977,WB,0,Purulia,23,72,274,,,,,,
1977,WB,0,24 Parganas,145,173,2845,,,,,,
1977,WB,0,Murshidabad,59,63,881,,,,,,
1977,WB,0,Nadia,47,71,756,,,,,,
1977,WB,0,Howrah,54,72,505,,,,,,
1977,WB,0,West Dinajpur,33,79,533,,,,,,
1977,WB,0,Malda,28,21,279,,,,,,
1977,WB,0,Jalpaiguri,43,40,333,,,,,,
1977,WB,0,Darjeeling,17,10,96,,,,,,
1977,WB,0,Cooch Behar,14,42,247,,,,,,
1977,AN,1,Andaman/Nicobar,8,1,33,,8293,160,810,246,1056
1977,AP,1,Andhra Pradesh,1268,245,3960,,276814,48493,27880,10519,38399
1977,AR,1,Arunachal Pradesh,13,4,7,,83578,571,426,599,1025
1977,AS,1,Assam,414,260,3783,,78523,17859,18289,8943,27232
1977,BH,1,Bihar,1963,2675,12349,,173876,63778,44378,12696,57074
1977,CH,1,Chandigarh,12,1,8,,114,405,1008,529,1537
1977,DE,1,Delhi,185,20,148,,1485,5321,16016,5344,21360
1977,DN,1,Dadra/Nagar Haveli,5,3,19,,491,83,73,68,141
1977,GD,1,Goa Daman and Diu,16,1,76,,3813,1043,1526,570,2096
1977,GU,1,Gujarat,847,115,1249,,195984,30630,36149,8552,44701
1977,HP,1,Himachal Pradesh,63,6,207,,55673,3942,5442,2170,7612
1977,HR,1,Haryana,231,21,112,,44222,11510,11397,4756,16153
1977,JK,1,Jammu and Kashmir,99,12,1792,,222236,5456,8167,2690,10857
1977,KE,1,Kerala,461,20,5006,,38864,24341,17084,3213,20297
1977,KR,1,Karnataka,816,164,3806,,191773,33228,28369,4742,33111
1977,LA,1,Lakshadweep,0,0,2,,32,34,257,0,257
1977,MA,1,Maharashtra,1526,518,2734,,307762,57057,75620,9598,85218
1977,MG,1,Meghalaya,57,16,98,,22489,1200,3116,1048,4164
1977,MN,1,Manipur,47,14,181,,22356,1311,2927,3405,6332
1977,MP,1,Madhya Pradesh,1923,401,4093,,442841,49083,37657,20356,58013
1977,MZ,1,Mizoram,22,5,7,,21087,405,1268,676,1944
1977,NG,1,Nagaland,17,6,38,,16527,637,3007,5175,8182
1977,OR,1,Orissa,401,189,1688,,155782,25150,19598,6449,26047
1977,PJ,1,Punjab,624,6,37,,50362,15067,21634,5629,27263
1977,PN,1,Pondicherry,12,2,68,,480,548,660,657,1317
1977,RJ,1,Rajasthan,683,141,7930,,342214,30531,33685,7301,40986
1977,SK,1,Sikkim,4,1,1,,7299,239,892,147,1039
1977,TN,1,Tamil Nadu,835,35,6509,,130069,45098,39417,4406,43823
1977,TR,1,Tripura,44,46,309,,10477,1890,3633,1544,5177
1977,UP,1,Uttar Pradesh,4962,6518,12497,,294413,99009,83680,22830,106510
1977,WB,1,West Bengal,818,1153,11702,,87853,51739,50780,17693,68473
1977,IN,2,India,18376,12599,80449,,3287782,625818,594845,172551,767396
1978,AP,0,Srikakulam,41,4,133,,,,,,
1978,AP,0,Visakhapatnam,49,5,270,,,,,,
1978,AP,0,East Godavari,56,3,100,,,,,,
1978,AP,0,West Godavari,26,2,162,,,,,,
1978,AP,0,Krishna,49,12,210,,,,,,
1978,AP,0,Nellore,36,10,261,,,,,,
1978,AP,0,Kurnool,120,15,139,,,,,,
1978,AP,0,Ongole,39,6,186,,,,,,
1978,AP,0,Anantapur,66,39,381,,,,,,
1978,AP,0,Guntur,74,7,238,,,,,,
1978,AP,0,Cuddapah,80,13,284,,,,,,
1978,AP,0,Chittoor,60,11,358,,,,,,
1978,AP,0,Hyderabad,31,11,166,,,,,,
1978,AP,0,Medak,26,7,88,,,,,,
1978,AP,0,Mahabubnagar,66,17,145,,,,,,
1978,AP,0,Nalgonda,49,9,354,,,,,,
1978,AP,0,Nizamabad,40,21,90,,,,,,
1978,AP,0,Adilabad,42,32,116,,,,,,
1978,AP,0,Warangal,45,12,141,,,,,,
1978,AP,0,Khammam,44,7,258,,,,,,
1978,AP,0,Karimnagar,57,32,174,,,,,,
1978,AP,0,RP Vijayawada,0,0,14,,,,,,
1978,AP,0,RP Secunderabad,0,1,13,,,,,,
1978,AR,0,Lohit,1,0,1,,,,,,
1978,AR,0,Subansiri,3,1,4,,,,,,
1978,AR,0,Kameng,3,0,3,,,,,,
1978,AR,0,Tirap,1,0,1,,,,,,
1978,AR,0,Siang,2,2,4,,,,,,
1978,AS,0,Goalpara,63,67,809,,,,,,
1978,AS,0,Kamrup,54,31,1110,,,,,,
1978,AS,0,Darrang,67,30,323,,,,,,
1978,AS,0,Nogaon,45,40,545,,,,,,
1978,AS,0,Sibsagar,83,26,335,,,,,,
1978,AS,0,Dibrugarh,88,18,158,,,,,,
1978,AS,0,Lakhimpur,38,12,289,,,,,,
1978,AS,0,Karbi Anglong,11,14,80,,,,,,
1978,AS,0,NC Hills,1,2,18,,,,,,
1978,AS,0,Cachar,45,12,986,,,,,,
1978,BH,0,Patna,128,95,705,,,,,,
1978,BH,0,Nalanda,76,93,304,,,,,,
1978,BH,0,Bhojpur,120,161,474,,,,,,
1978,BH,0,Rohtas,117,168,499,,,,,,
1978,BH,0,Gaya,89,68,535,,,,,,
1978,BH,0,Aurangabad,36,58,238,,,,,,
1978,BH,0,Nawada,34,27,232,,,,,,
1978,BH,0,Saran,39,45,316,,,,,,
1978,BH,0,Siwan,34,46,295,,,,,,
1978,BH,0,Gopalganj,27,33,197,,,,,,
1978,BH,0,West Champaran,36,55,274,,,,,,
1978,BH,0,East Champaran,35,113,725,,,,,,
1978,BH,0,Muzaffarpur,33,93,750,,,,,,
1978,BH,0,Vaishali,68,51,306,,,,,,
1978,BH,0,Sitamarhi,18,59,402,,,,,,
1978,BH,0,Darbhanga,35,46,517,,,,,,
1978,BH,0,Samastipur,41,109,586,,,,,,
1978,BH,0,Madhubani,22,69,576,,,,,,
1978,BH,0,Begusarai,41,50,586,,,,,,
1978,BH,0,Bhagalpur,86,133,749,,,,,,
1978,BH,0,Munger,74,149,917,,,,,,
1978,BH,0,East Santhalpargana,40,42,371,,,,,,
1978,BH,0,West Santhalpargana,46,40,457,,,,,,
1978,BH,0,Saharsa,42,82,805,,,,,,
1978,BH,0,Katihar,11,46,383,,,,,,
1978,BH,0,Purnea,72,198,983,,,,,,
1978,BH,0,Hazari Bagh,55,186,385,,,,,,
1978,BH,0,Giridih,57,78,274,,,,,,
1978,BH,0,Bokaro and Dhanbad,69,130,605,,,,,,
1978,BH,0,Palamau,88,56,258,,,,,,
1978,BH,0,Ranchi,282,87,429,,,,,,
1978,BH,0,Singhbhum,91,45,260,,,,,,
1978,BH,0,Jamshedpur,25,7,166,,,,,,
1978,BH,0,RP Patna,7,16,33,,,,,,
1978,BH,0,RP Jamshedpur,3,2,11,,,,,,
1978,BH,0,RP Muzaffarpur,5,8,98,,,,,,
1978,BH,0,RP Katihar,0,20,46,,,,,,
1978,DE,0,RP,1,1,2,,,,,,
1978,DE,0,North,57,19,73,,,,,,
1978,DE,0,Central,26,8,48,,,,,,
1978,DE,0,West,36,15,51,,,,,,
1978,DE,0,South,28,15,80,,,,,,
1978,DE,0,New Delhi,6,3,32,,,,,,
1978,DE,0,East,28,8,19,,,,,,
1978,DE,0,Palam Air Port,0,0,0,,,,,,
1978,GD,0,Goa,10,4,110,,,,,,
1978,GD,0,Daman,0,0,5,,,,,,
1978,GD,0,Diu,0,0,4,,,,,,
1978,GU,0,Ahmedabad Rural,33,8,115,,,,,,
1978,GU,0,Kaira,73,8,108,,,,,,
1978,GU,0,Sabarkantha,29,7,50,,,,,,
1978,GU,0,RK Palanpur,38,9,66,,,,,,
1978,GU,0,Mehsana,61,21,197,,,,,,
1978,GU,0,Rajkot City,13,4,31,,,,,,
